"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"08.04.2025","1.465,39","1.448,22","1.479,35","1.444,26","978,10M","1,81%"
"07.04.2025","1.439,39","1.398,67","1.472,34","1.382,00","1,65B","-2,22%"
"04.04.2025","1.472,01","1.532,71","1.547,75","1.469,50","1,69B","-2,91%"
"03.04.2025","1.516,11","1.557,03","1.577,23","1.514,10","1,28B","-2,51%"
"02.04.2025","1.555,16","1.565,34","1.575,23","1.549,88","1,12B","-1,67%"
"01.04.2025","1.581,63","1.596,35","1.618,56","1.562,52","2,07B","-0,38%"
"31.03.2025","1.587,62","1.589,39","1.602,01","1.555,92","935,85M","-0,32%"
"28.03.2025","1.592,65","1.627,80","1.635,55","1.570,88","1,51B","-3,46%"
"27.03.2025","1.649,75","1.670,17","1.670,17","1.644,30","1,11B","-1,22%"
"26.03.2025","1.670,17","1.695,24","1.706,51","1.669,31","541,41M","-0,92%"
"25.03.2025","1.685,62","1.699,65","1.704,98","1.662,30","1,39B","-0,32%"
"24.03.2025","1.691,08","1.673,89","1.701,34","1.673,89","1,22B","1,22%"
"21.03.2025","1.670,64","1.692,16","1.700,76","1.670,64","1,12B","-1,47%"
"20.03.2025","1.695,61","1.701,17","1.709,41","1.664,65","1,56B","0,08%"
"19.03.2025","1.694,23","1.683,96","1.702,65","1.668,74","821,64M","-0,60%"
"18.03.2025","1.704,45","1.706,64","1.715,09","1.691,41","649,66M","0,28%"
"17.03.2025","1.699,62","1.711,33","1.721,05","1.692,73","942,18M","0,92%"
"14.03.2025","1.684,07","1.643,66","1.684,07","1.643,66","1,07B","2,49%"
"13.03.2025","1.643,22","1.645,14","1.661,06","1.633,36","1,23B","-1,02%"
"12.03.2025","1.660,12","1.679,25","1.683,04","1.652,52","818,05M","-1,31%"
"11.03.2025","1.682,23","1.692,57","1.700,55","1.673,23","781,67M","-0,74%"
"10.03.2025","1.694,69","1.698,77","1.712,26","1.685,79","473,41M","1,47%"
"07.03.2025","1.670,19","1.704,84","1.730,75","1.667,57","876,96M","-2,03%"
"06.03.2025","1.704,84","1.738,91","1.738,91","1.704,10","586,84M","-2,19%"
"05.03.2025","1.743,01","1.723,19","1.757,61","1.715,01","1,57B","1,47%"
"04.03.2025","1.717,69","1.668,09","1.723,90","1.668,09","1,32B","3,78%"
"03.03.2025","1.655,06","1.688,07","1.690,53","1.653,39","1,34B","-3,77%"
"28.02.2025","1.719,95","1.711,13","1.722,11","1.662,74","1,62B","0,52%"
"27.02.2025","1.711,13","1.758,52","1.758,52","1.705,31","1,62B","-3,39%"
"26.02.2025","1.771,24","1.821,38","1.830,90","1.766,16","2,30B","-2,52%"
"25.02.2025","1.817,06","1.830,09","1.843,81","1.814,66","1,25B","0,03%"
"24.02.2025","1.816,43","1.830,00","1.843,36","1.805,38","1,28B","-0,68%"
"21.02.2025","1.828,94","1.807,91","1.834,33","1.802,74","1,57B","2,03%"
"20.02.2025","1.792,55","1.760,20","1.807,43","1.759,96","2,05B","2,72%"
"19.02.2025","1.745,04","1.733,40","1.757,29","1.711,02","1,11B","1,77%"
"18.02.2025","1.714,62","1.765,90","1.767,40","1.709,87","1,77B","-3,07%"
"17.02.2025","1.768,98","1.751,17","1.774,16","1.749,44","2,03B","2,20%"
"14.02.2025","1.730,92","1.749,23","1.770,35","1.713,95","3,15B","-0,04%"
"13.02.2025","1.731,63","1.735,01","1.756,16","1.695,05","2,35B","5,10%"
"12.02.2025","1.647,58","1.665,71","1.671,73","1.640,77","2,18B","0,01%"
"11.02.2025","1.647,42","1.601,74","1.648,20","1.595,34","1,46B","2,40%"
"10.02.2025","1.608,75","1.578,88","1.615,69","1.578,64","1,17B","2,18%"
"07.02.2025","1.574,48","1.592,15","1.593,96","1.574,29","785,84M","-1,07%"
"06.02.2025","1.591,58","1.591,63","1.594,67","1.578,23","916,56M","0,89%"
"05.02.2025","1.577,56","1.586,14","1.586,14","1.555,03","1,36B","-0,94%"
"04.02.2025","1.592,58","1.587,64","1.608,15","1.586,54","1,53B","1,08%"
"03.02.2025","1.575,49","1.589,00","1.589,93","1.572,79","472,48M","-0,99%"
"31.01.2025","1.591,20","1.619,33","1.625,55","1.588,79","1,50B","-1,28%"
"30.01.2025","1.611,86","1.602,97","1.626,25","1.600,10","2,68B","0,98%"
"29.01.2025","1.596,29","1.570,29","1.598,39","1.563,56","1,28B","1,66%"
"28.01.2025","1.570,29","1.557,77","1.573,72","1.540,86","793,78M","0,79%"
"27.01.2025","1.557,93","1.583,76","1.586,95","1.554,16","636,02M","-1,63%"
"24.01.2025","1.583,76","1.585,70","1.598,29","1.576,59","1,31B","0,66%"
"23.01.2025","1.573,34","1.596,94","1.601,70","1.563,67","1,10B","-2,61%"
"22.01.2025","1.615,46","1.609,56","1.616,81","1.595,59","733,79M","0,79%"
"21.01.2025","1.602,78","1.594,84","1.606,35","1.563,98","1,25B","0,39%"
"20.01.2025","1.596,48","1.620,11","1.620,11","1.592,95","1,72B","-0,17%"
"17.01.2025","1.599,22","1.570,37","1.603,95","1.564,45","1,38B","1,44%"
"16.01.2025","1.576,55","1.566,37","1.584,88","1.550,69","1,32B","3,44%"
"15.01.2025","1.524,13","1.538,53","1.547,60","1.521,04","1,19B","-0,73%"
"14.01.2025","1.535,40","1.517,89","1.542,10","1.509,01","1,58B","0,76%"
"13.01.2025","1.523,84","1.546,67","1.560,65","1.516,68","1,76B","-0,36%"
"10.01.2025","1.529,27","1.484,58","1.535,63","1.459,81","2,10B","2,97%"
"09.01.2025","1.485,12","1.525,12","1.537,62","1.474,35","983,99M","-2,55%"
"08.01.2025","1.523,91","1.508,99","1.536,20","1.501,68","480,70M","1,39%"
"06.01.2025","1.503,03","1.487,26","1.508,74","1.465,83","366,24M","0,59%"
"03.01.2025","1.494,19","1.529,92","1.529,92","1.480,59","804,06M","-1,86%"
"30.12.2024","1.522,55","1.472,34","1.524,23","1.470,74","1,60B","5,26%"
"28.12.2024","1.446,50","1.417,79","1.449,09","1.414,79","842,05M","2,68%"
"27.12.2024","1.408,76","1.409,76","1.426,36","1.406,87","842,05M","-0,48%"
"26.12.2024","1.415,60","1.409,92","1.421,83","1.400,98","1,13B","1,39%"
"25.12.2024","1.396,21","1.388,01","1.401,94","1.378,79","1,18B","0,32%"
"24.12.2024","1.391,70","1.404,15","1.406,83","1.373,15","1,64B","-0,59%"
"23.12.2024","1.399,98","1.411,35","1.436,57","1.388,63","2,97B","0,57%"
"20.12.2024","1.391,98","1.254,25","1.399,64","1.247,09","4,62B","11,65%"
"19.12.2024","1.246,68","1.235,19","1.278,18","1.231,50","1,51B","2,00%"
"18.12.2024","1.222,20","1.222,89","1.227,86","1.210,79","602,92M","0,83%"
"17.12.2024","1.212,17","1.220,99","1.238,09","1.209,05","728,97M","-0,42%"
"16.12.2024","1.217,23","1.255,64","1.255,64","1.216,91","1,03B","-3,55%"
"13.12.2024","1.262,02","1.254,88","1.263,13","1.244,42","724,94M","0,63%"
"12.12.2024","1.254,09","1.269,05","1.278,14","1.253,10","1,18B","0,12%"
"11.12.2024","1.252,56","1.273,76","1.275,01","1.252,56","1,04B","-1,95%"
"10.12.2024","1.277,46","1.308,60","1.309,30","1.267,71","777,11M","-2,46%"
"09.12.2024","1.309,72","1.299,63","1.313,08","1.284,87","985,35M","1,42%"
"06.12.2024","1.291,37","1.270,91","1.302,11","1.262,69","1,23B","2,60%"
"05.12.2024","1.258,64","1.245,85","1.264,39","1.227,39","1,22B","-0,65%"
"04.12.2024","1.266,85","1.277,98","1.291,84","1.261,59","920,06M","-1,32%"
"03.12.2024","1.283,85","1.328,49","1.330,37","1.267,81","1,08B","-3,13%"
"02.12.2024","1.325,37","1.335,21","1.352,21","1.320,82","926,80M","-1,05%"
"29.11.2024","1.339,50","1.315,68","1.341,16","1.299,40","806,47M","1,64%"
"28.11.2024","1.317,84","1.304,07","1.320,20","1.282,08","931,43M","3,29%"
"27.11.2024","1.275,87","1.283,75","1.291,17","1.246,53","1,57B","0,15%"
"26.11.2024","1.274,01","1.301,43","1.326,23","1.260,17","1,78B","-3,28%"
"25.11.2024","1.317,20","1.347,23","1.347,39","1.308,88","1,03B","-2,92%"
"22.11.2024","1.356,78","1.372,02","1.372,02","1.348,22","828,50M","1,04%"
"21.11.2024","1.342,77","1.391,86","1.395,93","1.337,74","1,79B","-3,15%"
"20.11.2024","1.386,47","1.418,78","1.419,16","1.381,30","2,13B","-2,09%"
"19.11.2024","1.416,10","1.471,95","1.478,96","1.410,82","2,35B","-4,47%"
"18.11.2024","1.482,33","1.469,28","1.494,02","1.467,85","942,62M","-0,99%"
"15.11.2024","1.497,11","1.488,21","1.498,75","1.476,49","","1,00%"
"14.11.2024","1.482,35","1.501,71","1.513,17","1.481,56","","-2,77%"
"13.11.2024","1.524,62","1.504,65","1.526,82","1.501,92","","-0,29%"
"12.11.2024","1.529,07","1.555,16","1.555,16","1.528,73","","-2,50%"
"11.11.2024","1.568,29","1.544,68","1.570,07","1.534,38","","3,53%"
"08.11.2024","1.514,76","1.487,90","1.518,09","1.487,90","","3,00%"
"07.11.2024","1.470,65","1.458,63","1.474,37","1.446,82","","0,82%"
"06.11.2024","1.458,63","1.464,15","1.490,91","1.453,06","","1,44%"
"05.11.2024","1.437,90","1.443,86","1.446,91","1.429,29","","0,05%"
"02.11.2024","1.437,19","1.439,12","1.442,23","1.433,41","","0,03%"
"01.11.2024","1.436,72","1.410,14","1.437,83","1.405,22","","1,78%"
"31.10.2024","1.411,56","1.435,94","1.439,55","1.409,80","","-3,56%"
"30.10.2024","1.463,63","1.450,73","1.477,30","1.444,32","","1,31%"
"29.10.2024","1.444,68","1.449,72","1.462,26","1.424,35","","0,15%"
"28.10.2024","1.442,49","1.493,48","1.494,22","1.441,49","","-4,08%"
"25.10.2024","1.503,89","1.549,72","1.557,59","1.494,24","","-2,79%"
"24.10.2024","1.547,12","1.557,13","1.559,39","1.533,88","","-0,94%"
"23.10.2024","1.561,76","1.578,42","1.579,64","1.561,02","","-1,84%"
"22.10.2024","1.591,00","1.602,50","1.605,16","1.591,00","","-0,78%"
"21.10.2024","1.603,55","1.606,46","1.614,60","1.598,48","","0,17%"
"18.10.2024","1.600,84","1.612,27","1.617,81","1.599,33","","-1,08%"
"17.10.2024","1.618,34","1.628,42","1.638,62","1.617,37","","-0,84%"
"16.10.2024","1.631,97","1.636,13","1.653,19","1.626,09","","-0,23%"
"15.10.2024","1.635,67","1.621,52","1.637,14","1.612,81","","0,98%"
"14.10.2024","1.619,80","1.616,43","1.629,67","1.602,01","","-0,09%"
"11.10.2024","1.621,24","1.632,97","1.633,14","1.616,31","","-0,45%"
"10.10.2024","1.628,49","1.626,36","1.641,81","1.622,34","","1,06%"
"09.10.2024","1.611,44","1.632,67","1.635,51","1.611,44","","-1,55%"
"08.10.2024","1.636,73","1.612,53","1.642,38","1.610,72","","1,70%"
"07.10.2024","1.609,38","1.639,84","1.643,50","1.605,97","","-1,57%"
"04.10.2024","1.635,07","1.625,88","1.639,73","1.619,18","","1,17%"
"03.10.2024","1.616,17","1.624,30","1.624,30","1.590,67","","-0,76%"
"02.10.2024","1.628,58","1.658,19","1.675,09","1.625,05","","-1,40%"
"01.10.2024","1.651,68","1.661,00","1.666,98","1.645,81","","-1,00%"
"30.09.2024","1.668,44","1.673,58","1.691,04","1.658,76","","-0,06%"
"27.09.2024","1.669,36","1.655,33","1.674,61","1.655,20","","-1,53%"
"26.09.2024","1.695,31","1.688,14","1.700,22","1.681,60","","0,09%"
"25.09.2024","1.693,81","1.725,96","1.735,28","1.690,82","","-1,40%"
"24.09.2024","1.717,91","1.705,50","1.719,37","1.692,42","","1,42%"
"23.09.2024","1.693,91","1.697,67","1.705,07","1.689,37","","0,99%"
"20.09.2024","1.677,26","1.677,18","1.700,10","1.675,52","","0,10%"
"19.09.2024","1.675,62","1.676,87","1.690,54","1.659,26","","-0,26%"
"18.09.2024","1.679,98","1.701,28","1.704,42","1.675,95","","-1,44%"
"17.09.2024","1.704,45","1.679,01","1.707,56","1.666,28","","2,46%"
"16.09.2024","1.663,55","1.623,36","1.664,97","1.616,78","","4,10%"
"13.09.2024","1.598,03","1.577,93","1.604,64","1.537,27","","1,59%"
"12.09.2024","1.572,98","1.586,96","1.587,81","1.558,03","","-2,26%"
"11.09.2024","1.609,32","1.616,46","1.625,74","1.602,34","","-0,34%"
"10.09.2024","1.614,79","1.622,95","1.640,20","1.612,17","","-0,37%"
"09.09.2024","1.620,79","1.584,01","1.621,02","1.583,41","","3,42%"
"06.09.2024","1.567,17","1.582,03","1.587,22","1.559,54","1,01B","-0,86%"
"05.09.2024","1.580,82","1.568,36","1.611,67","1.562,06","1,86B","1,90%"
"04.09.2024","1.551,33","1.522,58","1.551,62","1.510,88","1,21B","3,07%"
"03.09.2024","1.505,06","1.516,18","1.550,09","1.494,36","2,09B","-0,24%"
"02.09.2024","1.508,71","1.601,43","1.602,83","1.508,33","2,28B","-6,12%"
"30.08.2024","1.607,07","1.654,65","1.658,62","1.597,62","1,56B","-2,68%"
"29.08.2024","1.651,28","1.654,93","1.664,12","1.641,02","770,67M","0,08%"
"28.08.2024","1.650,03","1.659,50","1.664,49","1.628,47","1,30B","-0,83%"
"27.08.2024","1.663,89","1.689,55","1.701,32","1.651,28","1,14B","-0,90%"
"26.08.2024","1.678,92","1.667,99","1.692,88","1.656,25","1,72B","3,44%"
"23.08.2024","1.623,07","1.646,54","1.667,79","1.609,77","2,68B","-2,43%"
"22.08.2024","1.663,49","1.721,71","1.727,41","1.663,49","2,14B","-2,95%"
"21.08.2024","1.714,07","1.735,34","1.745,53","1.707,71","1,75B","-1,62%"
"20.08.2024","1.742,22","1.751,26","1.765,83","1.735,78","899,05M","-0,49%"
"19.08.2024","1.750,83","1.794,90","1.799,18","1.747,82","945,26M","-2,40%"
"16.08.2024","1.793,95","1.809,58","1.817,46","1.791,99","616,34M","-0,93%"
"15.08.2024","1.810,87","1.823,14","1.836,43","1.808,28","564,27M","-0,89%"
"14.08.2024","1.827,22","1.877,64","1.878,02","1.827,22","1,08B","-2,12%"
"13.08.2024","1.866,74","1.785,45","1.886,28","1.784,43","1,91B","5,14%"
"12.08.2024","1.775,45","1.754,91","1.786,97","1.730,04","965,27M","2,11%"
"09.08.2024","1.738,68","1.733,62","1.753,66","1.731,72","387,93M","-0,12%"
"08.08.2024","1.740,80","1.753,99","1.763,39","1.738,03","661,67M","-0,12%"
"07.08.2024","1.742,90","1.720,20","1.742,90","1.695,34","1,57B","1,95%"
"06.08.2024","1.709,48","1.721,94","1.734,10","1.702,56","970,90M","-0,28%"
"05.08.2024","1.714,36","1.734,92","1.735,94","1.698,11","1,66B","-1,87%"
"02.08.2024","1.746,97","1.766,86","1.775,55","1.741,97","916,56M","-1,31%"
"01.08.2024","1.770,24","1.784,59","1.789,14","1.763,84","778,87M","0,00%"
"31.07.2024","1.770,29","1.777,06","1.783,97","1.761,11","1,05B","0,33%"
"30.07.2024","1.764,40","1.752,90","1.777,68","1.747,98","1,04B","0,59%"
"29.07.2024","1.754,07","1.793,47","1.793,47","1.752,23","1,37B","-2,59%"
"26.07.2024","1.800,70","1.867,59","1.881,45","1.799,72","2,53B","-3,38%"
"25.07.2024","1.863,78","1.877,86","1.877,86","1.849,36","1,57B","0,30%"
"24.07.2024","1.858,19","1.860,53","1.863,26","1.842,71","1,05B","0,20%"
"23.07.2024","1.854,43","1.844,18","1.869,32","1.838,54","694,25M","0,62%"
"22.07.2024","1.843,07","1.859,52","1.877,53","1.836,72","1,45B","-0,27%"
"19.07.2024","1.848,12","1.823,84","1.861,01","1.817,71","2,05B","1,61%"
"18.07.2024","1.818,84","1.787,44","1.820,53","1.783,24","1,48B","1,38%"
"17.07.2024","1.794,08","1.762,18","1.807,86","1.750,26","2,75B","2,29%"
"16.07.2024","1.754,00","1.769,86","1.769,86","1.716,18","5,80B","-5,82%"
"15.07.2024","1.862,35","1.915,49","1.923,33","1.860,06","4,09B","-1,94%"
"12.07.2024","1.899,12","1.930,20","1.938,92","1.879,99","2,85B","-0,97%"
"11.07.2024","1.917,68","1.849,39","1.921,57","1.844,74","3,04B","2,77%"
"10.07.2024","1.866,03","1.941,76","1.946,04","1.856,82","2,65B","-3,85%"
"09.07.2024","1.940,74","2.001,02","2.001,02","1.938,50","2,02B","-2,81%"
"08.07.2024","1.996,83","1.991,64","2.007,81","1.984,74","1,16B","0,31%"
"05.07.2024","1.990,64","2.001,74","2.010,29","1.980,48","1,24B","-1,39%"
"04.07.2024","2.018,69","2.039,92","2.053,35","2.006,32","1,49B","-1,78%"
"03.07.2024","2.055,20","2.073,44","2.073,44","2.054,15","876,95M","-0,93%"
"02.07.2024","2.074,58","2.083,09","2.083,09","2.067,45","1,39B","-0,15%"
"01.07.2024","2.077,62","2.066,99","2.079,53","2.064,99","1,29B","0,45%"
"28.06.2024","2.068,24","2.080,04","2.087,91","2.058,81","876,87M","-0,56%"
"27.06.2024","2.079,97","2.088,53","2.090,57","2.060,66","1,03B","-0,30%"
"26.06.2024","2.086,28","2.096,50","2.104,66","2.085,74","","0,82%"
"24.06.2024","2.069,33","2.071,73","2.080,36","2.067,62","","-2,21%"
"14.06.2024","2.116,00","2.106,10","2.122,48","2.091,90","","0,97%"
"13.06.2024","2.095,58","1.994,81","2.096,58","1.962,65","","1,25%"
"11.06.2024","2.069,61","2.103,73","2.105,26","2.056,56","","-1,99%"
"10.06.2024","2.111,72","2.155,79","2.168,75","2.111,72","","-1,59%"
"07.06.2024","2.145,91","2.119,93","2.163,91","2.115,65","","1,32%"
"06.06.2024","2.118,05","2.114,12","2.125,74","2.097,54","","-0,04%"
"05.06.2024","2.118,91","2.143,84","2.145,95","2.108,84","","0,18%"
"04.06.2024","2.115,09","2.073,45","2.123,34","2.048,79","","2,39%"
"03.06.2024","2.065,65","2.077,13","2.087,06","2.006,60","","-1,34%"
"31.05.2024","2.093,62","2.125,76","2.137,00","2.088,03","","-2,52%"
"30.05.2024","2.147,82","2.186,38","2.189,26","2.140,72","","-1,40%"
"29.05.2024","2.178,42","2.228,33","2.228,33","2.158,61","","-2,27%"
"28.05.2024","2.228,94","2.219,25","2.243,80","2.200,47","","0,54%"
"27.05.2024","2.216,86","2.276,88","2.280,94","2.205,75","","-2,89%"
"24.05.2024","2.282,85","2.309,48","2.313,92","2.259,17","","-0,84%"
"23.05.2024","2.302,29","2.317,37","2.319,04","2.275,75","","-0,87%"
"22.05.2024","2.322,48","2.302,74","2.331,46","2.295,80","","1,07%"
"21.05.2024","2.297,91","2.320,20","2.320,20","2.283,76","","-2,04%"
"20.05.2024","2.345,81","2.381,65","2.381,65","2.342,48","","-1,37%"
"17.05.2024","2.378,45","2.347,33","2.382,05","2.339,99","","1,45%"
"16.05.2024","2.344,43","2.294,53","2.344,45","2.276,37","","2,41%"
"15.05.2024","2.289,25","2.285,01","2.304,19","2.279,78","","0,61%"
"14.05.2024","2.275,37","2.295,46","2.296,55","2.272,18","","-0,70%"
"13.05.2024","2.291,33","2.306,24","2.309,67","2.286,57","","-0,21%"
"10.05.2024","2.296,06","2.297,61","2.300,70","2.291,93","","0,23%"
"08.05.2024","2.290,77","2.275,07","2.300,44","2.272,32","","0,94%"
"07.05.2024","2.269,54","2.274,70","2.281,93","2.267,83","","-0,35%"
"06.05.2024","2.277,43","2.263,05","2.282,19","2.258,39","","0,66%"
"03.05.2024","2.262,58","2.266,42","2.272,45","2.257,23","","-0,18%"
"02.05.2024","2.266,61","2.281,12","2.283,76","2.263,26","","-0,63%"
"30.04.2024","2.281,05","2.291,12","2.295,29","2.280,02","","-0,40%"
"29.04.2024","2.290,18","2.299,09","2.299,19","2.284,88","","0,15%"
"26.04.2024","2.286,74","2.294,02","2.305,70","2.280,81","","0,11%"
"25.04.2024","2.284,23","2.278,16","2.289,37","2.266,44","","0,51%"
"24.04.2024","2.272,68","2.276,73","2.280,82","2.253,99","","-0,60%"
"23.04.2024","2.286,49","2.332,58","2.332,88","2.284,68","","-1,81%"
"22.04.2024","2.328,73","2.334,84","2.342,71","2.324,95","","-0,36%"
"19.04.2024","2.337,06","2.344,24","2.347,52","2.328,04","","0,17%"
"18.04.2024","2.332,99","2.323,68","2.332,99","2.304,36","","0,52%"
"17.04.2024","2.320,91","2.346,58","2.353,52","2.311,28","","-0,81%"
"16.04.2024","2.339,79","2.323,01","2.353,27","2.318,32","","0,81%"
"15.04.2024","2.321,04","2.273,27","2.323,37","2.273,23","","2,58%"
"12.04.2024","2.262,56","2.269,36","2.274,11","2.252,09","","0,32%"
"11.04.2024","2.255,37","2.260,02","2.264,61","2.248,39","","-0,02%"
"10.04.2024","2.255,75","2.258,48","2.263,40","2.240,85","","0,21%"
"09.04.2024","2.250,96","2.273,68","2.284,03","2.250,38","","-0,85%"
"08.04.2024","2.270,32","2.252,00","2.270,32","2.250,86","","1,32%"
"05.04.2024","2.240,82","2.258,10","2.267,70","2.238,03","","-0,81%"
"04.04.2024","2.259,02","2.273,83","2.274,90","2.258,54","","-0,50%"
"03.04.2024","2.270,44","2.271,60","2.294,48","2.268,75","","-0,22%"
"02.04.2024","2.275,44","2.291,32","2.291,32","2.271,52","","-0,12%"
"01.04.2024","2.278,14","2.273,28","2.303,03","2.273,28","","0,77%"
"29.03.2024","2.260,77","2.223,99","2.262,37","2.212,91","","1,82%"
"28.03.2024","2.220,31","2.205,46","2.220,37","2.188,96","","0,86%"
"27.03.2024","2.201,29","2.187,47","2.208,64","2.183,42","","0,80%"
"26.03.2024","2.183,75","2.164,66","2.200,64","2.157,97","","1,02%"
"25.03.2024","2.161,67","2.151,31","2.165,21","2.129,41","","-0,27%"
"22.03.2024","2.167,56","2.182,98","2.195,46","2.159,80","","-0,90%"
"21.03.2024","2.187,15","2.187,38","2.212,21","2.164,73","","0,70%"
"20.03.2024","2.171,88","2.130,58","2.186,07","2.125,28","","1,88%"
"19.03.2024","2.131,78","2.151,10","2.157,74","2.130,65","","-1,09%"
"18.03.2024","2.155,26","2.165,38","2.180,56","2.152,83","","-0,28%"
"15.03.2024","2.161,41","2.137,28","2.166,60","2.132,52","","1,32%"
"14.03.2024","2.133,28","2.171,45","2.171,79","2.128,35","","-1,47%"
"13.03.2024","2.165,06","2.174,76","2.182,13","2.160,21","","-0,27%"
"12.03.2024","2.171,02","2.170,84","2.174,56","2.158,38","","0,03%"
"11.03.2024","2.170,30","2.181,13","2.186,97","2.168,05","","0,36%"
"07.03.2024","2.162,49","2.153,99","2.164,12","2.153,99","","0,45%"
"06.03.2024","2.152,72","2.167,10","2.167,10","2.145,70","","-0,54%"
"05.03.2024","2.164,34","2.164,38","2.172,10","2.145,29","","0,26%"
"04.03.2024","2.158,68","2.173,06","2.186,22","2.157,55","","0,08%"
"01.03.2024","2.156,90","2.153,70","2.165,08","2.149,24","","0,31%"
"29.02.2024","2.150,17","2.124,10","2.150,17","2.123,31","","0,96%"
"28.02.2024","2.129,75","2.114,22","2.147,35","2.114,06","","0,89%"
"27.02.2024","2.110,98","2.088,48","2.112,83","2.082,41","","0,67%"
"26.02.2024","2.096,98","2.077,31","2.098,22","2.074,68","","2,55%"
"22.02.2024","2.044,82","2.055,77","2.066,59","2.044,58","","0,25%"
"21.02.2024","2.039,66","2.051,43","2.078,89","2.027,29","","-2,34%"
"20.02.2024","2.088,63","2.084,71","2.095,43","2.052,84","","0,16%"
"19.02.2024","2.085,24","2.060,97","2.085,93","2.056,88","","1,06%"
"16.02.2024","2.063,44","2.068,99","2.082,05","2.055,12","","-0,17%"
"15.02.2024","2.067,02","2.047,92","2.071,85","2.040,31","","1,09%"
"14.02.2024","2.044,80","2.029,28","2.057,15","2.028,24","","1,33%"
"13.02.2024","2.018,02","1.971,23","2.028,50","1.968,29","","2,67%"
"12.02.2024","1.965,50","1.984,96","1.985,76","1.960,84","","-0,63%"
"09.02.2024","1.978,06","1.975,53","1.985,68","1.966,53","","-0,30%"
"08.02.2024","1.984,08","1.999,06","2.000,44","1.976,49","","-0,92%"
"07.02.2024","2.002,41","2.011,62","2.016,49","2.002,34","","-0,30%"
"06.02.2024","2.008,39","2.009,11","2.011,75","2.003,44","","0,30%"
"05.02.2024","2.002,32","2.004,18","2.010,95","1.991,79","","-0,11%"
"02.02.2024","2.004,52","1.993,76","2.008,87","1.989,69","","0,59%"
"01.02.2024","1.992,71","2.004,48","2.009,33","1.992,50","","-0,30%"
"31.01.2024","1.998,79","1.993,24","2.000,54","1.992,53","","0,35%"
"30.01.2024","1.991,82","1.995,80","1.997,79","1.984,86","","-0,02%"
"29.01.2024","1.992,19","1.991,73","2.003,38","1.991,36","","0,81%"
"26.01.2024","1.976,23","1.969,54","1.977,72","1.965,84","","0,26%"
"25.01.2024","1.971,01","1.979,36","1.980,67","1.961,97","","0,00%"
"24.01.2024","1.971,09","1.982,75","1.998,16","1.970,97","","-0,11%"
"23.01.2024","1.973,28","1.976,10","1.983,24","1.970,86","","0,30%"
"22.01.2024","1.967,38","1.954,50","1.975,13","1.950,75","","0,83%"
"19.01.2024","1.951,15","1.969,41","1.971,57","1.945,42","","-1,24%"
"18.01.2024","1.975,73","1.976,78","1.991,68","1.965,04","","0,23%"
"17.01.2024","1.971,26","1.936,74","1.979,25","1.933,62","","1,89%"
"16.01.2024","1.934,75","1.943,20","1.943,20","1.924,42","","-0,06%"
"15.01.2024","1.935,95","1.925,65","1.954,05","1.924,51","","0,95%"
"12.01.2024","1.917,69","1.908,20","1.931,34","1.908,20","","-0,04%"
"11.01.2024","1.918,44","1.904,43","1.925,24","1.890,62","","0,71%"
"10.01.2024","1.904,98","1.892,30","1.916,15","1.890,16","","1,16%"
"09.01.2024","1.883,12","1.867,94","1.896,80","1.859,85","","1,48%"
"08.01.2024","1.855,58","1.842,72","1.869,28","1.841,46","","1,10%"
"05.01.2024","1.835,38","1.839,26","1.843,01","1.824,09","","-0,09%"
"04.01.2024","1.837,00","1.824,96","1.839,34","1.811,59","","1,44%"
"03.01.2024","1.810,86","1.795,15","1.813,95","1.795,15","","1,36%"
"29.12.2023","1.786,53","1.793,46","1.796,68","1.783,61","","-0,22%"
"28.12.2023","1.790,39","1.813,79","1.819,18","1.789,50","","-1,30%"
"27.12.2023","1.814,03","1.810,73","1.817,23","1.805,37","","0,10%"
"26.12.2023","1.812,24","1.814,97","1.819,76","1.802,05","","-0,31%"
"25.12.2023","1.817,89","1.835,76","1.845,30","1.809,77","","-0,94%"
"22.12.2023","1.835,20","1.839,13","1.848,54","1.828,16","","0,36%"
"21.12.2023","1.828,64","1.841,88","1.860,56","1.822,61","","-1,27%"
"20.12.2023","1.852,10","1.851,00","1.864,59","1.849,56","","0,61%"
"19.12.2023","1.840,88","1.827,04","1.851,23","1.821,31","","0,84%"
"18.12.2023","1.825,59","1.804,67","1.835,49","1.802,60","","2,24%"
"15.12.2023","1.785,67","1.752,88","1.793,53","1.749,11","","1,37%"
"14.12.2023","1.761,56","1.777,79","1.789,47","1.750,38","","-0,73%"
"13.12.2023","1.774,49","1.767,98","1.785,02","1.757,77","","0,24%"
"12.12.2023","1.770,21","1.783,14","1.793,99","1.767,48","","-0,63%"
"11.12.2023","1.781,42","1.814,09","1.814,51","1.763,65","","-1,84%"
"08.12.2023","1.814,80","1.820,86","1.822,34","1.798,02","","0,57%"
"07.12.2023","1.804,43","1.790,69","1.812,04","1.770,34","","0,50%"
"06.12.2023","1.795,44","1.845,75","1.852,25","1.793,47","","-2,35%"
"05.12.2023","1.838,66","1.849,61","1.863,06","1.819,83","","-0,73%"
"04.12.2023","1.852,26","1.876,84","1.876,84","1.837,93","","-1,73%"
"01.12.2023","1.884,78","1.908,10","1.918,32","1.874,88","","-4,34%"
"30.11.2023","1.970,21","1.983,65","1.986,66","1.964,37","","-0,99%"
