"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"21.12.2015","1.685,50","1.748,77","1.748,77","1.680,33","","-3,89%"
"18.12.2015","1.753,74","1.770,87","1.760,36","1.730,42","","-0,89%"
"17.12.2015","1.769,57","1.760,58","1.771,77","1.749,90","","0,56%"
"16.12.2015","1.759,72","1.742,46","1.765,92","1.742,46","","1,04%"
"15.12.2015","1.741,60","1.727,72","1.751,29","1.726,97","","0,84%"
"14.12.2015","1.727,01","1.729,56","1.742,02","1.717,96","","-0,17%"
"11.12.2015","1.730,00","1.734,58","1.748,67","1.724,25","","-0,26%"
"10.12.2015","1.734,58","1.736,56","1.763,10","1.724,42","","-0,22%"
"09.12.2015","1.738,32","1.718,75","1.742,03","1.718,73","","1,19%"
"08.12.2015","1.717,90","1.710,19","1.723,82","1.696,00","","0,42%"
"07.12.2015","1.710,63","1.716,86","1.727,64","1.697,44","","-0,31%"
"04.12.2015","1.715,97","1.739,67","1.750,85","1.708,39","","-1,22%"
"03.12.2015","1.737,25","1.733,63","1.738,56","1.726,47","","0,08%"
"02.12.2015","1.735,83","1.737,83","1.754,88","1.732,53","","-0,11%"
"01.12.2015","1.737,80","1.742,74","1.753,84","1.729,30","","-0,41%"
"30.11.2015","1.744,94","1.719,90","1.744,94","1.709,71","","1,46%"
"27.11.2015","1.719,76","1.743,44","1.745,01","1.719,76","","-1,61%"
"26.11.2015","1.747,85","1.748,75","1.771,31","1.736,35","","-0,05%"
"25.11.2015","1.748,75","1.725,01","1.752,35","1.720,47","","1,73%"
"24.11.2015","1.719,06","1.774,25","1.787,52","1.705,39","","-3,11%"
"23.11.2015","1.774,25","1.756,68","1.775,75","1.740,27","","1,19%"
"20.11.2015","1.753,38","1.729,60","1.759,10","1.725,00","","1,47%"
"19.11.2015","1.728,05","1.734,15","1.758,09","1.725,22","","-0,06%"
"18.11.2015","1.729,08","1.701,62","1.740,61","1.701,62","","1,80%"
"17.11.2015","1.698,53","1.630,98","1.702,88","1.630,98","","4,57%"
"16.11.2015","1.624,37","1.600,01","1.637,88","1.595,98","","1,59%"
"13.11.2015","1.598,95","1.595,19","1.608,02","1.586,37","","-0,15%"
"12.11.2015","1.601,36","1.608,66","1.624,40","1.596,47","","0,12%"
"11.11.2015","1.599,40","1.608,86","1.626,92","1.570,09","","-0,48%"
"10.11.2015","1.607,09","1.643,92","1.644,88","1.607,09","","-2,25%"
"09.11.2015","1.644,02","1.654,67","1.666,86","1.640,36","","-0,51%"
"06.11.2015","1.652,46","1.661,81","1.674,24","1.649,75","","-0,35%"
"05.11.2015","1.658,28","1.683,25","1.698,94","1.653,64","","-1,39%"
"03.11.2015","1.681,71","1.685,11","1.695,88","1.681,71","","-0,20%"
"02.11.2015","1.685,04","1.670,20","1.685,97","1.664,43","","1,05%"
"30.10.2015","1.667,56","1.675,08","1.685,88","1.660,04","","-0,45%"
"29.10.2015","1.675,08","1.691,19","1.699,02","1.672,54","","-0,46%"
"28.10.2015","1.682,81","1.674,91","1.684,28","1.665,82","","0,44%"
"27.10.2015","1.675,39","1.677,77","1.677,77","1.659,09","","-0,36%"
"26.10.2015","1.681,51","1.678,20","1.693,17","1.657,86","","0,42%"
"23.10.2015","1.674,45","1.663,46","1.684,49","1.658,44","","0,83%"
"22.10.2015","1.660,59","1.668,27","1.669,42","1.656,77","","-0,35%"
"21.10.2015","1.666,42","1.668,20","1.672,51","1.657,79","","-0,11%"
"20.10.2015","1.668,20","1.673,55","1.678,40","1.657,68","","-0,31%"
"19.10.2015","1.673,34","1.681,06","1.691,77","1.670,48","","-0,43%"
"16.10.2015","1.680,62","1.692,44","1.702,09","1.675,41","","-0,50%"
"15.10.2015","1.689,13","1.675,06","1.695,09","1.671,84","","0,84%"
"14.10.2015","1.675,06","1.674,39","1.677,34","1.660,87","","0,02%"
"13.10.2015","1.674,78","1.646,59","1.675,05","1.642,63","","0,55%"
"12.10.2015","1.665,55","1.673,70","1.685,31","1.663,53","","-0,15%"
"09.10.2015","1.667,97","1.643,50","1.675,97","1.642,66","","1,50%"
"08.10.2015","1.643,39","1.634,71","1.653,53","1.630,11","","0,43%"
"07.10.2015","1.636,31","1.662,84","1.666,73","1.629,66","","-1,45%"
"06.10.2015","1.660,42","1.661,62","1.665,61","1.647,68","","-0,02%"
"05.10.2015","1.660,74","1.632,83","1.670,13","1.632,83","","2,21%"
"02.10.2015","1.624,89","1.639,87","1.647,45","1.614,31","","-0,70%"
"01.10.2015","1.636,34","1.658,40","1.658,62","1.634,73","","-0,95%"
"30.09.2015","1.652,01","1.632,57","1.658,77","1.632,57","","1,46%"
"29.09.2015","1.628,16","1.632,75","1.634,74","1.606,80","","-0,29%"
"28.09.2015","1.632,97","1.674,29","1.681,58","1.632,54","","-2,51%"
"25.09.2015","1.674,95","1.669,49","1.689,48","1.667,74","","0,63%"
"24.09.2015","1.664,42","1.679,70","1.695,67","1.662,80","","-0,83%"
"23.09.2015","1.678,38","1.699,87","1.707,48","1.675,01","","-1,39%"
"22.09.2015","1.702,07","1.713,19","1.716,24","1.698,53","","-0,44%"
"21.09.2015","1.709,66","1.714,07","1.722,55","1.706,86","","-0,09%"
"18.09.2015","1.711,23","1.724,34","1.741,48","1.700,60","","-0,75%"
"17.09.2015","1.724,24","1.736,46","1.742,10","1.718,23","","-0,58%"
"16.09.2015","1.734,25","1.704,26","1.735,81","1.702,52","","1,85%"
"15.09.2015","1.702,72","1.719,61","1.725,13","1.696,34","","-1,03%"
"14.09.2015","1.720,42","1.697,99","1.720,42","1.698,67","","1,24%"
"11.09.2015","1.699,37","1.701,36","1.711,56","1.693,48","","-0,03%"
"10.09.2015","1.699,83","1.695,16","1.708,80","1.687,34","","0,14%"
"09.09.2015","1.697,46","1.699,57","1.714,62","1.697,46","","0,24%"
"08.09.2015","1.693,37","1.684,68","1.707,13","1.692,24","","0,75%"
"07.09.2015","1.680,77","1.689,08","1.694,48","1.679,53","","-0,52%"
"04.09.2015","1.689,52","1.711,61","1.708,65","1.686,30","","-1,28%"
"03.09.2015","1.711,38","1.696,99","1.719,01","1.687,86","","1,01%"
"02.09.2015","1.694,23","1.688,91","1.706,90","1.683,56","","0,11%"
"01.09.2015","1.692,35","1.704,90","1.720,19","1.686,59","","-0,95%"
"31.08.2015","1.708,53","1.709,29","1.719,18","1.696,27","","-0,11%"
"28.08.2015","1.710,44","1.691,55","1.714,16","1.684,98","","1,32%"
"27.08.2015","1.688,10","1.662,53","1.692,57","1.658,84","","2,06%"
"26.08.2015","1.654,03","1.671,43","1.680,34","1.650,66","","-1,12%"
"25.08.2015","1.672,81","1.671,11","1.689,99","1.662,43","","0,45%"
"24.08.2015","1.665,37","1.679,99","1.687,35","1.652,38","","-2,13%"
"21.08.2015","1.701,58","1.725,02","1.729,60","1.699,49","","-1,62%"
"20.08.2015","1.729,62","1.708,03","1.738,02","1.697,22","","1,41%"
"19.08.2015","1.705,50","1.717,40","1.739,15","1.702,64","","-0,71%"
"18.08.2015","1.717,78","1.715,06","1.731,89","1.709,24","","0,13%"
"17.08.2015","1.715,61","1.705,55","1.718,48","1.689,87","","0,59%"
"14.08.2015","1.705,55","1.714,87","1.718,66","1.673,58","","-0,51%"
"13.08.2015","1.714,22","1.718,25","1.736,40","1.711,58","","-0,23%"
"12.08.2015","1.718,15","1.725,47","1.728,64","1.712,93","","-0,69%"
"11.08.2015","1.730,06","1.730,28","1.738,78","1.719,44","","-0,01%"
"10.08.2015","1.730,28","1.728,03","1.735,26","1.707,29","","0,25%"
"07.08.2015","1.726,03","1.705,05","1.733,53","1.704,38","","1,24%"
"06.08.2015","1.704,82","1.701,29","1.717,61","1.684,02","","0,13%"
"05.08.2015","1.702,65","1.677,61","1.706,86","1.669,77","","1,70%"
"04.08.2015","1.674,16","1.663,64","1.682,75","1.660,51","","0,42%"
"03.08.2015","1.667,08","1.677,46","1.679,12","1.657,09","","-0,82%"
"31.07.2015","1.680,78","1.643,10","1.680,78","1.631,61","","2,27%"
"30.07.2015","1.643,51","1.620,32","1.654,01","1.629,32","","1,46%"
"29.07.2015","1.619,81","1.590,80","1.623,31","1.581,00","","1,84%"
"28.07.2015","1.590,56","1.586,65","1.600,45","1.573,98","","0,35%"
"27.07.2015","1.585,04","1.611,22","1.613,90","1.576,14","","-1,71%"
"24.07.2015","1.612,60","1.641,57","1.642,80","1.606,49","","-1,87%"
"23.07.2015","1.643,41","1.632,38","1.648,34","1.626,58","","0,67%"
"22.07.2015","1.632,41","1.644,46","1.643,07","1.626,34","","-0,82%"
"21.07.2015","1.645,84","1.659,53","1.663,08","1.639,48","","-0,82%"
"20.07.2015","1.659,53","1.682,88","1.688,71","1.647,15","","-1,34%"
"17.07.2015","1.682,03","1.678,90","1.702,01","1.678,56","","0,23%"
"16.07.2015","1.678,21","1.664,60","1.678,72","1.657,87","","0,90%"
"15.07.2015","1.663,23","1.668,95","1.675,21","1.657,82","","-0,40%"
"14.07.2015","1.669,87","1.682,99","1.685,59","1.658,42","","-0,97%"
"13.07.2015","1.686,20","1.680,04","1.689,51","1.675,18","","0,50%"
"10.07.2015","1.677,75","1.666,01","1.677,75","1.660,73","","0,77%"
"09.07.2015","1.664,86","1.645,91","1.678,45","1.651,45","","1,13%"
"08.07.2015","1.646,25","1.654,91","1.659,48","1.614,80","","-0,38%"
"07.07.2015","1.652,61","1.674,68","1.687,63","1.652,61","","-1,29%"
"06.07.2015","1.674,22","1.692,62","1.701,25","1.670,76","","-5,76%"
"03.07.2015","1.776,46","1.789,87","1.793,17","1.765,33","","-0,72%"
"02.07.2015","1.789,41","1.787,50","1.799,17","1.785,86","","-0,42%"
"01.07.2015","1.796,96","1.796,95","1.804,99","1.789,68","","0,15%"
"30.06.2015","1.794,19","1.790,98","1.800,54","1.776,22","","0,18%"
"29.06.2015","1.790,98","1.806,61","1.816,03","1.790,77","","-1,62%"
"26.06.2015","1.820,39","1.810,59","1.820,39","1.801,33","","0,73%"
"25.06.2015","1.807,15","1.818,83","1.836,95","1.807,15","","-0,63%"
"24.06.2015","1.818,60","1.832,94","1.844,08","1.817,87","","-0,77%"
"23.06.2015","1.832,77","1.849,69","1.861,29","1.831,65","","-0,89%"
"22.06.2015","1.849,23","1.813,76","1.851,49","1.812,51","","2,08%"
"19.06.2015","1.811,59","1.803,84","1.811,76","1.798,17","","0,28%"
"18.06.2015","1.806,45","1.776,04","1.806,45","1.776,04","","1,72%"
"17.06.2015","1.775,97","1.798,32","1.803,20","1.775,67","","-1,18%"
"16.06.2015","1.797,17","1.789,92","1.806,51","1.787,09","","0,41%"
"15.06.2015","1.789,85","1.778,19","1.797,88","1.773,91","","0,62%"
"11.06.2015","1.778,84","1.803,58","1.806,26","1.769,23","","-1,37%"
"10.06.2015","1.803,58","1.818,97","1.822,40","1.795,08","","-0,84%"
"09.06.2015","1.818,80","1.801,18","1.823,29","1.790,17","","0,98%"
"08.06.2015","1.801,18","1.786,55","1.812,75","1.786,55","","0,87%"
"05.06.2015","1.785,63","1.774,14","1.790,41","1.767,96","","0,65%"
"04.06.2015","1.774,10","1.783,88","1.801,34","1.768,88","","-0,46%"
"03.06.2015","1.782,27","1.796,46","1.826,14","1.770,04","","-0,84%"
"02.06.2015","1.797,38","1.769,70","1.803,23","1.755,22","","1,56%"
"01.06.2015","1.769,70","1.769,76","1.803,87","1.765,12","","-0,08%"
"29.05.2015","1.771,12","1.792,69","1.810,71","1.768,44","","-1,15%"
"28.05.2015","1.791,78","1.784,47","1.804,79","1.784,62","","0,57%"
"27.05.2015","1.781,71","1.805,75","1.807,98","1.772,46","","-1,14%"
"26.05.2015","1.802,31","1.831,45","1.842,84","1.797,31","","-1,42%"
"25.05.2015","1.828,24","1.822,76","1.833,22","1.807,13","","0,32%"
"22.05.2015","1.822,34","1.815,06","1.827,97","1.799,47","","0,40%"
"21.05.2015","1.815,06","1.816,82","1.828,92","1.794,74","","-0,11%"
"20.05.2015","1.817,05","1.859,90","1.866,35","1.812,31","","-2,13%"
"19.05.2015","1.856,68","1.894,24","1.899,04","1.854,23","","-1,92%"
"18.05.2015","1.893,09","1.902,77","1.909,67","1.888,72","","-0,50%"
"15.05.2015","1.902,54","1.904,28","1.911,14","1.876,97","","0,37%"
"14.05.2015","1.895,55","1.892,77","1.921,84","1.889,98","","-0,59%"
"13.05.2015","1.906,78","1.907,11","1.920,94","1.889,50","","0,20%"
"12.05.2015","1.902,98","1.896,34","1.905,72","1.882,17","","0,46%"
"08.05.2015","1.894,27","1.860,99","1.896,48","1.850,99","","1,53%"
"07.05.2015","1.865,81","1.891,67","1.887,40","1.851,22","","-1,08%"
"06.05.2015","1.886,16","1.923,67","1.919,22","1.875,96","","-1,33%"
"05.05.2015","1.911,50","1.895,40","1.938,55","1.900,00","","0,87%"
"30.04.2015","1.894,94","1.854,84","1.895,35","1.850,89","","1,95%"
"29.04.2015","1.858,74","1.878,57","1.901,89","1.856,15","","-1,07%"
"28.04.2015","1.878,80","1.851,69","1.880,11","1.850,88","","0,75%"
"27.04.2015","1.864,78","1.862,13","1.868,24","1.842,60","","0,18%"
"24.04.2015","1.861,41","1.850,14","1.874,37","1.829,54","","0,53%"
"23.04.2015","1.851,52","1.860,79","1.855,18","1.800,09","","-0,50%"
"22.04.2015","1.860,79","1.889,27","1.892,19","1.838,78","","-1,38%"
"21.04.2015","1.886,74","1.867,37","1.895,08","1.869,23","","0,99%"
"20.04.2015","1.868,29","1.894,15","1.911,41","1.865,75","","-1,05%"
"17.04.2015","1.888,17","1.943,58","1.957,47","1.884,74","","-2,32%"
"16.04.2015","1.933,01","1.925,41","1.955,57","1.925,41","","0,78%"
"15.04.2015","1.918,06","1.879,51","1.941,07","1.879,93","","2,49%"
"14.04.2015","1.871,47","1.871,05","1.881,92","1.859,53","","0,07%"
"13.04.2015","1.870,14","1.838,88","1.887,76","1.838,88","","1,63%"
"10.04.2015","1.840,17","1.859,58","1.872,02","1.832,55","","-1,03%"
"09.04.2015","1.859,41","1.890,90","1.890,90","1.830,71","","-1,67%"
"08.04.2015","1.890,90","1.914,42","1.914,42","1.881,62","","-1,23%"
"07.04.2015","1.914,42","1.895,84","1.923,58","1.893,97","","1,14%"
"06.04.2015","1.892,86","1.864,41","1.897,46","1.859,18","","1,85%"
"03.04.2015","1.858,43","1.868,99","1.880,04","1.858,43","","-0,59%"
"02.04.2015","1.869,40","1.865,28","1.886,65","1.862,74","","0,22%"
"01.04.2015","1.865,21","1.820,51","1.869,67","1.815,23","","2,09%"
"31.03.2015","1.826,94","1.830,87","1.835,54","1.813,62","","-0,10%"
"30.03.2015","1.828,80","1.806,44","1.833,03","1.805,71","","1,48%"
"27.03.2015","1.802,08","1.792,23","1.812,79","1.783,60","","0,05%"
"26.03.2015","1.801,18","1.846,78","1.857,08","1.792,25","","-2,42%"
"25.03.2015","1.845,80","1.830,98","1.847,44","1.820,03","","0,74%"
"24.03.2015","1.832,27","1.774,80","1.832,27","1.764,49","","3,22%"
"23.03.2015","1.775,03","1.776,72","1.808,72","1.768,66","","-0,02%"
"20.03.2015","1.775,43","1.718,76","1.775,43","1.716,13","","3,31%"
"19.03.2015","1.718,53","1.755,89","1.768,32","1.713,04","","-0,91%"
"18.03.2015","1.734,30","1.696,49","1.734,71","1.695,80","","2,28%"
"17.03.2015","1.695,57","1.721,18","1.736,10","1.687,79","","-1,08%"
"16.03.2015","1.714,06","1.762,79","1.773,04","1.713,81","","-3,00%"
"13.03.2015","1.767,15","1.784,51","1.804,74","1.751,57","","-0,81%"
"12.03.2015","1.781,53","1.810,71","1.820,37","1.778,76","","-1,34%"
"11.03.2015","1.805,65","1.824,18","1.846,21","1.795,21","","-1,28%"
"10.03.2015","1.829,00","1.878,13","1.888,91","1.815,44","","-2,74%"
"06.03.2015","1.880,43","1.900,11","1.925,37","1.880,43","","-0,78%"
"05.03.2015","1.895,29","1.937,07","1.944,25","1.895,29","","-1,96%"
"04.03.2015","1.933,17","1.971,88","2.002,17","1.923,43","","-1,88%"
"03.03.2015","1.970,27","1.927,33","1.975,17","1.922,82","","2,15%"
"02.03.2015","1.928,83","1.925,23","1.952,52","1.912,91","","0,43%"
"27.02.2015","1.920,63","1.930,66","1.940,13","1.915,43","","-0,64%"
"26.02.2015","1.932,96","1.910,30","1.949,90","1.902,31","","1,56%"
"25.02.2015","1.903,18","1.930,49","1.932,46","1.882,68","","-1,25%"
"24.02.2015","1.927,27","1.907,65","1.934,18","1.895,45","","-0,65%"
"20.02.2015","1.939,81","1.974,44","1.981,09","1.936,15","","-1,63%"
"19.02.2015","1.971,91","1.946,63","1.971,91","1.878,06","","1,17%"
"18.02.2015","1.949,15","1.948,30","1.957,26","1.929,99","","0,37%"
"17.02.2015","1.941,87","1.962,43","1.977,16","1.931,66","","-0,28%"
"16.02.2015","1.947,27","1.989,52","1.996,33","1.932,01","","-2,12%"
"13.02.2015","1.989,52","1.935,50","1.992,61","1.940,03","","3,03%"
"12.02.2015","1.931,10","1.887,69","1.948,46","1.863,62","","3,08%"
"11.02.2015","1.873,45","1.857,16","1.894,74","1.864,45","","1,92%"
"10.02.2015","1.838,09","1.895,47","1.918,20","1.838,09","","-3,17%"
"09.02.2015","1.898,23","1.903,23","1.959,46","1.879,84","","-0,45%"
"06.02.2015","1.906,90","1.840,82","1.913,99","1.836,80","","3,78%"
"05.02.2015","1.837,38","1.786,38","1.838,22","1.757,93","","2,59%"
"04.02.2015","1.790,98","1.798,63","1.824,85","1.782,26","","0,20%"
"03.02.2015","1.787,38","1.753,20","1.793,55","1.744,83","","2,22%"
"02.02.2015","1.748,60","1.709,68","1.748,60","1.691,71","","2,19%"
"30.01.2015","1.711,17","1.739,68","1.764,99","1.698,77","","-1,09%"
"29.01.2015","1.730,03","1.710,05","1.748,53","1.696,23","","0,66%"
"28.01.2015","1.718,77","1.754,81","1.779,74","1.705,89","","-1,62%"
"27.01.2015","1.747,00","1.716,60","1.785,30","1.687,93","","-0,40%"
"26.01.2015","1.754,04","1.821,36","1.821,06","1.746,96","","-3,71%"
"23.01.2015","1.821,70","1.812,11","1.873,98","1.813,17","","0,48%"
"22.01.2015","1.812,95","1.766,64","1.816,96","1.758,92","","2,88%"
"21.01.2015","1.762,28","1.723,91","1.770,83","1.720,76","","2,24%"
"20.01.2015","1.723,68","1.724,50","1.748,31","1.713,17","","-0,13%"
"19.01.2015","1.725,88","1.736,74","1.758,87","1.710,37","","-0,57%"
"16.01.2015","1.735,72","1.736,06","1.742,73","1.706,36","","0,11%"
"15.01.2015","1.733,76","1.685,67","1.740,26","1.697,04","","2,88%"
"14.01.2015","1.685,30","1.637,74","1.692,22","1.635,82","","1,90%"
"13.01.2015","1.653,82","1.607,08","1.653,99","1.593,94","","2,89%"
"12.01.2015","1.607,31","1.619,50","1.619,50","1.576,92","","-0,75%"
"09.01.2015","1.619,50","1.586,73","1.627,42","1.549,87","","2,11%"
"08.01.2015","1.586,04","1.544,76","1.618,24","1.561,88","","2,69%"
"06.01.2015","1.544,43","1.498,72","1.544,43","1.499,02","","2,66%"
"05.01.2015","1.504,47","1.453,04","1.504,47","1.451,20","","3,38%"
