"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.09.2021","1.535,20","1.509,20","1.545,20","1.505,60","452,28K","1,07%"
"01.09.2021","1.519,00","1.486,60","1.521,20","1.469,00","602,75K","2,33%"
"31.08.2021","1.484,40","1.437,00","1.486,80","1.437,00","698,44K","3,37%"
"30.08.2021","1.436,00","1.430,40","1.443,80","1.425,20","192,61K","0,41%"
"27.08.2021","1.430,20","1.432,20","1.436,00","1.420,00","219,03K","-0,14%"
"26.08.2021","1.432,20","1.436,00","1.442,60","1.421,00","208,30K","-0,26%"
"25.08.2021","1.436,00","1.437,00","1.449,40","1.426,40","369,52K","-0,03%"
"24.08.2021","1.436,40","1.431,00","1.438,80","1.419,00","288,12K","0,72%"
"23.08.2021","1.426,20","1.443,00","1.456,40","1.413,80","436,94K","-1,07%"
"20.08.2021","1.441,60","1.485,80","1.485,80","1.438,60","466,94K","-2,77%"
"19.08.2021","1.482,60","1.482,00","1.487,60","1.466,00","337,89K","0,04%"
"18.08.2021","1.482,00","1.492,80","1.496,20","1.480,00","181,37K","-0,46%"
"17.08.2021","1.488,80","1.485,00","1.500,00","1.478,00","264,19K","-0,35%"
"16.08.2021","1.494,00","1.515,00","1.515,00","1.486,00","301,70K","-1,31%"
"13.08.2021","1.513,80","1.536,60","1.539,00","1.508,20","217,28K","-1,48%"
"12.08.2021","1.536,60","1.549,60","1.553,80","1.525,80","204,47K","-0,41%"
"11.08.2021","1.543,00","1.518,60","1.549,00","1.513,40","354,24K","1,85%"
"10.08.2021","1.515,00","1.510,00","1.519,20","1.502,00","253,10K","0,62%"
"09.08.2021","1.505,60","1.505,00","1.521,60","1.495,40","183,90K","-0,03%"
"06.08.2021","1.506,00","1.509,40","1.526,00","1.495,60","267,16K","-0,07%"
"05.08.2021","1.507,00","1.495,00","1.508,00","1.480,40","239,72K","1,29%"
"04.08.2021","1.487,80","1.481,40","1.491,80","1.478,40","205,92K","0,43%"
"03.08.2021","1.481,40","1.506,40","1.508,80","1.470,00","513,67K","-1,66%"
"02.08.2021","1.506,40","1.515,00","1.520,60","1.500,40","250,53K","-0,55%"
"30.07.2021","1.514,80","1.517,60","1.523,20","1.500,60","430,83K","-0,37%"
"29.07.2021","1.520,40","1.555,00","1.558,40","1.515,40","509,20K","-1,82%"
"28.07.2021","1.548,60","1.519,20","1.554,60","1.519,20","192,03K","2,06%"
"27.07.2021","1.517,40","1.544,00","1.544,00","1.508,80","233,69K","-1,72%"
"26.07.2021","1.544,00","1.532,20","1.547,20","1.523,00","141,15K","0,32%"
"23.07.2021","1.539,00","1.549,80","1.560,00","1.525,00","148,78K","-0,65%"
"22.07.2021","1.549,00","1.553,00","1.557,80","1.533,40","172,32K","0,52%"
"21.07.2021","1.541,00","1.540,20","1.564,20","1.525,80","175,23K","0,46%"
"20.07.2021","1.534,00","1.534,80","1.543,00","1.516,40","205,69K","0,35%"
"19.07.2021","1.528,60","1.561,00","1.567,40","1.513,40","451,24K","-2,06%"
"16.07.2021","1.560,80","1.595,00","1.604,00","1.557,60","277,43K","-1,54%"
"15.07.2021","1.585,20","1.605,40","1.618,80","1.578,00","437,49K","-1,36%"
"14.07.2021","1.607,00","1.648,60","1.648,60","1.606,00","291,34K","-2,16%"
"13.07.2021","1.642,40","1.617,00","1.650,00","1.612,20","216,65K","1,41%"
"12.07.2021","1.619,60","1.616,00","1.620,60","1.599,40","181,73K","0,22%"
"09.07.2021","1.616,00","1.626,20","1.641,00","1.605,00","233,58K","-0,85%"
"08.07.2021","1.629,80","1.648,00","1.650,40","1.623,60","300,14K","-1,16%"
"07.07.2021","1.649,00","1.650,40","1.669,20","1.646,80","260,16K","0,00%"
"06.07.2021","1.649,00","1.660,00","1.665,20","1.643,40","350,73K","-0,54%"
"05.07.2021","1.658,00","1.661,20","1.668,80","1.637,20","193,56K","-0,19%"
"02.07.2021","1.661,20","1.670,00","1.679,00","1.650,00","199,76K","-0,49%"
"01.07.2021","1.669,40","1.658,80","1.677,60","1.643,40","361,16K","0,83%"
"30.06.2021","1.655,60","1.609,80","1.664,00","1.605,40","398,09K","2,07%"
"29.06.2021","1.622,00","1.630,00","1.645,00","1.591,40","428,74K","-0,32%"
"28.06.2021","1.627,20","1.612,20","1.630,00","1.602,00","309,86K","1,02%"
"25.06.2021","1.610,80","1.594,00","1.620,00","1.588,80","242,21K","1,31%"
"24.06.2021","1.590,00","1.600,00","1.604,40","1.581,40","244,40K","-0,76%"
"23.06.2021","1.602,20","1.602,40","1.609,00","1.581,80","349,13K","0,07%"
"22.06.2021","1.601,00","1.621,20","1.621,20","1.592,00","389,99K","-0,81%"
"21.06.2021","1.614,00","1.630,80","1.643,20","1.608,20","274,24K","-0,63%"
"18.06.2021","1.624,20","1.638,00","1.646,80","1.611,80","373,97K","-0,44%"
"17.06.2021","1.631,40","1.603,00","1.642,80","1.587,80","401,46K","1,92%"
"16.06.2021","1.600,60","1.616,00","1.624,40","1.597,00","580,89K","-1,08%"
"15.06.2021","1.618,00","1.638,00","1.638,00","1.616,60","246,61K","-1,14%"
"14.06.2021","1.636,60","1.640,80","1.644,60","1.625,40","142,90K","-0,07%"
"11.06.2021","1.637,80","1.667,00","1.668,20","1.628,00","320,82K","-1,57%"
"10.06.2021","1.664,00","1.675,00","1.675,00","1.654,00","327,18K","-0,36%"
"09.06.2021","1.670,00","1.670,00","1.680,00","1.658,00","270,75K","0,45%"
"08.06.2021","1.662,60","1.663,00","1.683,60","1.660,00","293,97K","-0,02%"
"07.06.2021","1.663,00","1.670,00","1.674,60","1.652,20","214,64K","-0,41%"
"04.06.2021","1.669,80","1.673,80","1.681,40","1.639,20","290,32K","-0,23%"
"03.06.2021","1.673,60","1.685,40","1.689,00","1.660,00","309,25K","-0,30%"
"02.06.2021","1.678,60","1.694,00","1.705,80","1.672,20","329,60K","-0,87%"
"01.06.2021","1.693,40","1.680,40","1.717,00","1.676,00","515,33K","1,18%"
"31.05.2021","1.673,60","1.680,00","1.701,40","1.665,60","369,00K","0,24%"
"28.05.2021","1.669,60","1.670,00","1.697,80","1.642,00","709,78K","-0,62%"
"27.05.2021","1.680,00","1.630,40","1.709,00","1.615,20","1,79M","3,05%"
"26.05.2021","1.630,20","1.575,00","1.632,60","1.572,20","954,61K","3,83%"
"25.05.2021","1.570,00","1.565,00","1.573,80","1.552,00","331,46K","0,50%"
"24.05.2021","1.562,20","1.528,00","1.563,80","1.528,00","321,46K","2,06%"
"21.05.2021","1.530,60","1.512,60","1.546,00","1.500,60","422,08K","1,38%"
"20.05.2021","1.509,80","1.517,00","1.520,20","1.500,20","340,98K","-0,47%"
"19.05.2021","1.517,00","1.550,00","1.554,20","1.501,00","526,56K","-2,08%"
"18.05.2021","1.549,20","1.520,20","1.552,00","1.509,00","812,99K","2,14%"
"17.05.2021","1.516,80","1.532,80","1.532,80","1.491,00","715,93K","0,03%"
"14.05.2021","1.516,40","1.510,60","1.516,60","1.465,80","942,25K","0,76%"
"13.05.2021","1.505,00","1.553,00","1.554,60","1.502,80","1,04M","-3,09%"
"12.05.2021","1.553,00","1.588,00","1.594,80","1.551,00","645,54K","-2,24%"
"11.05.2021","1.588,60","1.615,00","1.617,40","1.567,60","848,64K","-1,51%"
"10.05.2021","1.613,00","1.640,00","1.641,20","1.610,60","308,54K","-1,45%"
"07.05.2021","1.636,80","1.645,00","1.649,00","1.621,80","421,73K","-0,35%"
"06.05.2021","1.642,60","1.665,00","1.666,80","1.630,00","620,01K","-1,23%"
"05.05.2021","1.663,00","1.669,00","1.674,80","1.656,00","347,19K","0,01%"
"04.05.2021","1.662,80","1.690,20","1.695,00","1.652,20","529,64K","-1,09%"
"30.04.2021","1.681,20","1.710,00","1.714,00","1.674,40","646,04K","-1,51%"
"29.04.2021","1.707,00","1.725,00","1.738,80","1.694,20","493,53K","-0,73%"
"28.04.2021","1.719,60","1.729,00","1.735,40","1.703,00","303,98K","-0,15%"
"27.04.2021","1.722,20","1.732,00","1.748,00","1.721,00","259,87K","-0,52%"
"26.04.2021","1.731,20","1.739,60","1.742,40","1.721,40","192,55K","-0,23%"
"23.04.2021","1.735,20","1.730,20","1.746,00","1.710,00","347,80K","0,39%"
"22.04.2021","1.728,40","1.698,00","1.743,20","1.692,60","796,55K","1,97%"
"21.04.2021","1.695,00","1.714,20","1.721,60","1.685,00","803,24K","-1,45%"
"20.04.2021","1.720,00","1.743,20","1.751,80","1.701,40","744,23K","-1,09%"
"19.04.2021","1.739,00","1.745,20","1.755,20","1.725,00","329,45K","-0,66%"
"16.04.2021","1.750,60","1.769,00","1.776,60","1.740,20","409,30K","-0,82%"
"15.04.2021","1.765,00","1.804,80","1.805,00","1.750,40","644,43K","-2,12%"
"14.04.2021","1.803,20","1.787,20","1.825,60","1.757,60","762,12K","0,90%"
"13.04.2021","1.787,20","1.750,40","1.799,00","1.749,20","511,46K","2,11%"
"12.04.2021","1.750,20","1.717,00","1.756,40","1.714,60","470,37K","1,92%"
"09.04.2021","1.717,20","1.759,80","1.759,80","1.704,20","473,42K","-1,51%"
"08.04.2021","1.743,60","1.749,80","1.759,00","1.731,40","246,63K","-0,25%"
"07.04.2021","1.748,00","1.772,00","1.772,00","1.736,20","344,11K","-0,65%"
"06.04.2021","1.759,40","1.788,00","1.796,80","1.745,60","392,48K","-1,72%"
"05.04.2021","1.790,20","1.770,00","1.800,00","1.752,00","255,00K","1,13%"
"02.04.2021","1.770,20","1.760,00","1.773,00","1.750,20","159,03K","1,05%"
"01.04.2021","1.751,80","1.740,60","1.759,60","1.724,80","402,72K","0,79%"
"31.03.2021","1.738,00","1.750,80","1.754,00","1.714,40","582,67K","-0,69%"
"30.03.2021","1.750,00","1.761,60","1.789,80","1.738,80","511,29K","-0,33%"
"29.03.2021","1.755,80","1.739,80","1.771,00","1.731,20","407,02K","1,37%"
"26.03.2021","1.732,00","1.713,00","1.741,40","1.711,00","431,52K","0,93%"
"25.03.2021","1.716,00","1.745,00","1.745,20","1.700,20","512,61K","-1,45%"
"24.03.2021","1.741,20","1.750,40","1.763,80","1.728,60","399,65K","-0,45%"
"23.03.2021","1.749,00","1.790,60","1.790,60","1.742,40","707,22K","-2,52%"
"22.03.2021","1.794,20","1.793,60","1.799,20","1.782,20","380,17K","0,12%"
"19.03.2021","1.792,00","1.809,40","1.813,00","1.780,40","603,26K","-0,67%"
"18.03.2021","1.804,00","1.819,60","1.824,00","1.795,00","646,80K","-0,81%"
"17.03.2021","1.818,80","1.812,00","1.829,00","1.800,00","730,01K","0,48%"
"16.03.2021","1.810,20","1.839,00","1.840,80","1.805,20","675,86K","-1,30%"
"15.03.2021","1.834,00","1.825,00","1.845,00","1.808,20","672,01K","0,38%"
"12.03.2021","1.827,00","1.862,00","1.867,00","1.805,20","997,10K","-1,87%"
"11.03.2021","1.861,80","1.856,00","1.871,20","1.841,20","445,15K","0,54%"
"10.03.2021","1.851,80","1.884,00","1.914,60","1.836,20","797,72K","-1,71%"
"09.03.2021","1.884,00","1.902,00","1.904,80","1.860,20","745,90K","-1,27%"
"05.03.2021","1.908,20","1.954,80","1.955,00","1.860,00","757,76K","-1,58%"
"04.03.2021","1.938,80","2.018,00","2.026,60","1.936,60","663,45K","-3,54%"
"03.03.2021","2.010,00","2.011,00","2.024,00","2.001,00","221,05K","0,15%"
"02.03.2021","2.007,00","2.007,20","2.031,80","1.998,00","358,31K","-0,30%"
"01.03.2021","2.013,00","2.017,00","2.022,20","2.005,00","207,38K","0,08%"
"26.02.2021","2.011,40","2.008,00","2.039,20","1.987,60","901,02K","0,19%"
"25.02.2021","2.007,60","2.043,80","2.047,20","2.005,00","280,85K","-1,67%"
"24.02.2021","2.041,80","2.003,00","2.050,00","1.995,20","602,45K","1,97%"
"22.02.2021","2.002,40","2.020,00","2.023,80","1.996,00","321,02K","-0,83%"
"20.02.2021","2.019,20","2.021,80","2.025,00","2.010,00","38,74K","0,02%"
"19.02.2021","2.018,80","1.997,40","2.032,80","1.985,00","286,07K","1,07%"
"18.02.2021","1.997,40","2.015,00","2.022,60","1.993,20","413,70K","-1,32%"
"17.02.2021","2.024,20","2.040,00","2.053,00","2.001,00","465,35K","-0,76%"
"16.02.2021","2.039,80","2.027,00","2.048,00","2.006,40","442,23K","0,92%"
"15.02.2021","2.021,20","2.004,80","2.027,60","2.004,00","229,39K","0,82%"
"12.02.2021","2.004,80","2.025,00","2.032,80","1.977,00","569,64K","-0,76%"
"11.02.2021","2.020,20","2.020,00","2.029,80","2.013,20","233,97K","0,33%"
"10.02.2021","2.013,60","2.026,00","2.035,00","2.010,20","386,45K","0,00%"
"09.02.2021","2.013,60","2.030,00","2.035,00","2.001,00","315,96K","-0,46%"
"08.02.2021","2.023,00","2.042,00","2.053,20","2.019,00","370,84K","-0,93%"
"05.02.2021","2.042,00","2.035,00","2.052,00","2.023,00","389,68K","0,22%"
"04.02.2021","2.037,60","2.017,00","2.041,80","2.012,20","384,72K","1,13%"
"03.02.2021","2.014,80","2.000,00","2.025,00","1.978,40","448,12K","1,23%"
"02.02.2021","1.990,40","1.976,00","2.017,00","1.971,40","518,32K","0,68%"
"01.02.2021","1.977,00","1.961,60","1.987,00","1.936,00","544,61K","0,76%"
"29.01.2021","1.962,00","1.975,00","1.992,80","1.920,20","587,47K","-0,87%"
"28.01.2021","1.979,20","1.988,00","2.003,80","1.965,60","561,04K","-0,54%"
"27.01.2021","1.990,00","1.986,00","2.010,40","1.961,20","737,27K","0,54%"
"26.01.2021","1.979,40","1.959,20","1.984,00","1.950,00","492,04K","1,00%"
"25.01.2021","1.959,80","1.952,00","1.967,00","1.943,20","414,49K","0,45%"
"22.01.2021","1.951,00","1.950,00","1.963,00","1.939,00","381,05K","0,01%"
"21.01.2021","1.950,80","1.961,60","1.988,00","1.934,20","888,50K","-0,78%"
"20.01.2021","1.966,20","1.935,40","1.968,20","1.925,40","400,13K","1,59%"
"19.01.2021","1.935,40","1.965,00","1.969,80","1.924,00","913,92K","-1,18%"
"18.01.2021","1.958,60","1.965,00","1.988,00","1.945,40","485,36K","-0,43%"
"15.01.2021","1.967,00","1.979,80","1.996,60","1.950,20","499,16K","-1,05%"
"14.01.2021","1.987,80","2.012,00","2.029,00","1.940,40","1,14M","-1,47%"
"13.01.2021","2.017,40","2.033,00","2.049,00","2.000,20","448,70K","-1,34%"
"12.01.2021","2.044,80","2.064,80","2.086,60","2.015,80","554,62K","-0,69%"
"11.01.2021","2.059,00","2.016,00","2.073,00","2.006,20","775,97K","2,13%"
"08.01.2021","2.016,00","2.013,00","2.037,20","2.005,00","600,32K","0,52%"
"06.01.2021","2.005,60","2.040,00","2.077,00","1.998,20","826,25K","-1,77%"
"05.01.2021","2.041,80","1.989,00","2.057,60","1.979,00","745,10K","2,87%"
"04.01.2021","1.984,80","1.990,00","1.999,00","1.980,00","394,06K","0,20%"
"30.12.2020","1.980,80","1.976,20","1.993,80","1.970,00","477,05K","0,25%"
"29.12.2020","1.975,80","2.008,00","2.010,00","1.966,00","652,83K","-1,16%"
"28.12.2020","1.999,00","2.035,00","2.049,60","1.990,20","618,23K","-1,28%"
"25.12.2020","2.025,00","1.985,20","2.047,60","1.974,20","624,11K","2,14%"
"24.12.2020","1.982,60","1.975,00","1.994,80","1.960,00","474,83K","0,48%"
"23.12.2020","1.973,20","1.980,00","1.995,00","1.959,20","451,42K","-0,29%"
"22.12.2020","1.979,00","2.020,00","2.020,00","1.965,80","542,06K","-1,09%"
"21.12.2020","2.000,80","2.012,00","2.029,80","1.952,20","928,49K","-0,33%"
"18.12.2020","2.007,40","2.049,60","2.049,80","1.980,00","875,07K","-2,06%"
"17.12.2020","2.049,60","2.074,00","2.077,80","2.021,00","731,57K","-0,69%"
"16.12.2020","2.063,80","2.082,00","2.093,00","1.978,40","550,88K","-1,06%"
"15.12.2020","2.086,00","2.094,80","2.095,00","2.073,20","467,41K","0,04%"
"14.12.2020","2.085,20","2.114,40","2.121,80","2.080,00","535,30K","-1,22%"
"11.12.2020","2.111,00","2.113,80","2.133,20","2.090,40","682,54K","0,76%"
"10.12.2020","2.095,00","2.114,20","2.122,00","2.085,40","666,11K","-0,73%"
"09.12.2020","2.110,40","2.122,00","2.137,00","2.105,00","674,24K","-0,76%"
"08.12.2020","2.126,60","2.111,40","2.147,00","2.095,60","953,40K","0,56%"
"07.12.2020","2.114,80","2.149,80","2.150,00","2.105,00","711,73K","-1,26%"
"04.12.2020","2.141,80","2.172,00","2.172,00","2.130,00","691,32K","-0,84%"
"03.12.2020","2.160,00","2.161,00","2.174,00","2.142,20","669,32K","-0,14%"
"02.12.2020","2.163,00","2.171,00","2.185,00","2.152,40","588,44K","-0,51%"
"01.12.2020","2.174,00","2.206,20","2.207,00","2.157,80","1,23M","-0,87%"
"30.11.2020","2.193,00","2.290,80","2.295,00","2.169,80","8,52M","-3,85%"
"27.11.2020","2.280,80","2.260,00","2.290,60","2.248,20","1,33M","1,06%"
"26.11.2020","2.256,80","2.203,60","2.259,80","2.191,00","1,39M","2,72%"
"25.11.2020","2.197,00","2.179,40","2.208,60","2.170,00","1,46M","0,98%"
"24.11.2020","2.175,60","2.190,00","2.206,00","2.152,00","1,15M","-0,20%"
"23.11.2020","2.180,00","2.167,00","2.209,20","2.160,00","1,12M","1,16%"
"20.11.2020","2.155,00","2.147,20","2.164,40","2.130,20","692,64K","0,66%"
"19.11.2020","2.140,80","2.174,60","2.197,00","2.132,60","848,23K","-1,16%"
"18.11.2020","2.166,00","2.179,00","2.193,00","2.151,20","745,32K","-0,52%"
"17.11.2020","2.177,40","2.185,00","2.216,00","2.161,00","736,01K","-1,33%"
"16.11.2020","2.206,80","2.229,80","2.250,00","2.178,60","1,08M","-0,91%"
"13.11.2020","2.227,00","2.225,20","2.244,40","2.210,00","569,74K","0,47%"
"12.11.2020","2.216,60","2.240,00","2.269,00","2.205,80","866,78K","-0,78%"
"11.11.2020","2.234,00","2.310,00","2.333,80","2.210,40","1,91M","-0,71%"
"10.11.2020","2.250,00","2.268,00","2.297,40","2.202,00","921,55K","-0,62%"
"09.11.2020","2.264,00","2.265,80","2.291,00","2.236,00","868,02K","0,98%"
"06.11.2020","2.242,00","2.190,00","2.253,60","2.159,00","589,74K","2,09%"
"05.11.2020","2.196,20","2.125,00","2.200,00","2.125,00","906,60K","3,60%"
"03.11.2020","2.119,80","2.135,00","2.148,80","2.100,00","478,88K","0,00%"
"02.11.2020","2.119,80","2.100,00","2.137,40","2.071,00","432,00K","1,43%"
"30.10.2020","2.090,00","2.110,00","2.117,80","2.080,00","322,55K","-1,77%"
"29.10.2020","2.127,60","2.110,20","2.248,20","2.099,80","370,11K","0,88%"
"28.10.2020","2.109,00","2.141,00","2.159,00","2.071,20","745,81K","-1,95%"
"27.10.2020","2.151,00","2.175,00","2.180,00","2.102,00","1,30M","-0,55%"
"26.10.2020","2.163,00","2.227,60","2.320,00","2.150,00","867,97K","-3,52%"
"23.10.2020","2.242,00","2.230,40","2.250,60","2.224,40","376,65K","-0,35%"
"22.10.2020","2.249,80","2.255,00","2.274,20","2.228,40","348,95K","-0,34%"
"21.10.2020","2.257,40","2.270,00","2.273,60","2.241,80","274,63K","-0,51%"
"20.10.2020","2.269,00","2.298,00","2.305,00","2.261,00","282,25K","-1,16%"
"19.10.2020","2.295,60","2.299,00","2.324,80","2.275,40","386,29K","0,29%"
"16.10.2020","2.289,00","2.260,40","2.318,40","2.250,00","523,52K","1,43%"
"15.10.2020","2.256,80","2.269,00","2.270,00","2.242,60","300,03K","-0,44%"
"14.10.2020","2.266,80","2.270,00","2.292,00","2.241,60","364,87K","-0,05%"
"13.10.2020","2.268,00","2.244,40","2.283,40","2.235,20","757,41K","1,30%"
"12.10.2020","2.239,00","2.175,00","2.250,00","2.170,00","777,30K","3,28%"
"09.10.2020","2.167,80","2.185,40","2.185,40","2.150,40","276,29K","-0,14%"
"08.10.2020","2.170,80","2.168,20","2.196,40","2.157,00","423,65K","0,85%"
"07.10.2020","2.152,60","2.170,00","2.175,00","2.132,40","250,07K","-0,18%"
"06.10.2020","2.156,40","2.198,00","2.202,00","2.152,00","370,07K","-1,90%"
"05.10.2020","2.198,20","2.220,00","2.224,80","2.178,60","404,60K","-0,15%"
"02.10.2020","2.201,40","2.148,00","2.219,00","2.117,20","603,03K","2,09%"
"01.10.2020","2.156,40","2.148,80","2.174,80","2.127,00","409,92K","1,00%"
"30.09.2020","2.135,00","2.143,00","2.147,40","2.115,00","833,95K","-0,98%"
"29.09.2020","2.156,20","2.218,00","2.219,40","2.135,00","1,01M","-2,43%"
"28.09.2020","2.210,00","2.181,20","2.240,00","2.170,00","797,59K","0,45%"
"25.09.2020","2.200,00","2.227,80","2.229,40","2.163,00","692,74K","-0,75%"
"24.09.2020","2.216,60","2.299,00","2.299,00","2.179,00","2,22M","-4,67%"
"23.09.2020","2.325,20","2.350,00","2.439,80","2.206,20","1,85M","0,78%"
"22.09.2020","2.307,20","2.202,20","2.357,60","2.188,00","875,67K","4,76%"
"21.09.2020","2.202,40","2.222,00","2.238,00","2.170,20","413,40K","-0,79%"
"18.09.2020","2.220,00","2.192,00","2.224,00","2.172,40","348,12K","-0,09%"
"17.09.2020","2.222,00","2.160,00","2.222,00","2.134,00","657,97K","2,07%"
"16.09.2020","2.177,00","2.237,00","2.259,80","2.166,00","490,17K","-2,32%"
"15.09.2020","2.228,80","2.230,60","2.288,00","2.211,60","414,98K","0,85%"
"14.09.2020","2.210,00","2.142,00","2.247,00","2.136,20","460,99K","3,80%"
"11.09.2020","2.129,00","2.145,00","2.155,60","2.120,00","252,72K","-0,43%"
"10.09.2020","2.138,20","2.169,00","2.181,20","2.117,00","281,38K","-0,22%"
"09.09.2020","2.143,00","2.101,00","2.170,00","2.072,40","371,54K","1,55%"
"08.09.2020","2.110,20","2.199,80","2.205,00","2.069,20","574,65K","-3,30%"
"07.09.2020","2.182,20","2.220,00","2.223,60","2.169,80","287,88K","-0,81%"
"04.09.2020","2.200,00","2.248,00","2.310,00","2.160,00","686,43K","-3,00%"
"03.09.2020","2.268,00","2.329,00","2.375,00","2.230,00","524,60K","-2,11%"
"02.09.2020","2.316,80","2.400,00","2.418,00","2.310,80","447,96K","-3,06%"
"01.09.2020","2.390,00","2.365,00","2.415,80","2.341,00","527,50K","1,70%"
"31.08.2020","2.350,00","2.320,00","2.364,80","2.304,80","365,92K","2,22%"
"28.08.2020","2.299,00","2.324,40","2.359,00","2.262,80","601,83K","-1,55%"
"27.08.2020","2.335,20","2.348,00","2.448,00","2.304,00","1,02M","-0,10%"
"26.08.2020","2.337,60","2.350,00","2.360,00","2.282,20","1,12M","1,02%"
"25.08.2020","2.314,00","2.192,00","2.344,80","2.190,00","752,68K","6,02%"
"24.08.2020","2.182,60","2.172,00","2.214,80","2.172,00","416,28K","1,52%"
"21.08.2020","2.150,00","2.149,00","2.224,00","2.120,20","538,46K","1,00%"
"20.08.2020","2.128,80","2.160,00","2.189,20","2.110,00","455,80K","-1,58%"
"19.08.2020","2.163,00","2.086,80","2.195,00","2.083,00","584,46K","3,99%"
"18.08.2020","2.080,00","2.090,40","2.138,40","2.060,20","306,19K","-1,23%"
"17.08.2020","2.106,00","2.087,00","2.145,80","2.080,00","553,64K","1,26%"
"14.08.2020","2.079,80","2.015,00","2.085,00","2.015,00","344,85K","1,75%"
"13.08.2020","2.044,00","1.990,00","2.055,00","1.975,00","396,19K","2,89%"
"12.08.2020","1.986,60","1.983,00","1.989,40","1.957,00","133,01K","0,69%"
"11.08.2020","1.973,00","2.006,00","2.008,00","1.970,00","286,14K","-1,32%"
"10.08.2020","1.999,40","2.000,00","2.009,00","1.970,00","117,03K","0,67%"
"07.08.2020","1.986,00","2.008,40","2.010,00","1.972,00","164,41K","0,05%"
"06.08.2020","1.985,00","2.035,00","2.040,00","1.980,00","265,89K","-2,28%"
"05.08.2020","2.031,40","2.049,80","2.054,80","2.025,00","175,83K","-0,57%"
"04.08.2020","2.043,00","2.049,80","2.062,00","2.016,00","227,25K","0,74%"
"03.08.2020","2.028,00","2.000,00","2.051,20","1.994,20","271,65K","2,68%"
"31.07.2020","1.975,00","2.000,20","2.022,00","1.960,00","118,05K","-0,75%"
"30.07.2020","1.990,00","2.008,80","2.026,00","1.970,20","119,26K","-0,79%"
"29.07.2020","2.005,80","2.020,60","2.021,60","1.985,00","259,65K","1,05%"
"28.07.2020","1.985,00","1.915,20","1.990,60","1.915,00","168,36K","3,66%"
"27.07.2020","1.915,00","1.915,80","1.935,00","1.905,20","183,18K","0,46%"
"24.07.2020","1.906,20","1.912,00","1.915,80","1.882,80","205,52K","-0,25%"
"23.07.2020","1.911,00","1.886,00","1.915,60","1.876,60","330,72K","2,58%"
"22.07.2020","1.863,00","1.869,00","1.874,20","1.835,60","181,23K","0,64%"
"21.07.2020","1.851,20","1.830,00","1.878,60","1.830,00","168,98K","1,60%"
"20.07.2020","1.822,00","1.839,00","1.841,60","1.810,20","103,40K","-0,27%"
"17.07.2020","1.827,00","1.825,00","1.840,00","1.808,00","101,13K","0,33%"
"16.07.2020","1.821,00","1.801,20","1.822,00","1.801,20","43,35K","0,51%"
"15.07.2020","1.811,80","1.808,80","1.845,00","1.790,00","117,70K","1,41%"
"14.07.2020","1.786,60","1.825,00","1.825,00","1.781,40","95,07K","-1,94%"
"13.07.2020","1.822,00","1.822,40","1.838,00","1.818,00","90,66K","0,56%"
"10.07.2020","1.811,80","1.800,80","1.838,00","1.800,80","88,85K","0,21%"
"09.07.2020","1.808,00","1.840,20","1.855,00","1.782,60","165,08K","-1,66%"
"08.07.2020","1.838,60","1.878,00","1.889,80","1.835,00","136,96K","-1,84%"
"07.07.2020","1.873,00","1.899,00","1.927,40","1.852,00","643,21K","1,13%"
"06.07.2020","1.852,00","1.803,20","1.918,00","1.763,80","915,83K","5,54%"
"03.07.2020","1.754,80","1.689,60","1.776,60","1.665,00","372,16K","5,33%"
