"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"01.06.2025","58,41","58,00","58,41","58,41","1,71M","0,00%"
"31.05.2025","58,41","58,00","58,76","58,00","1,71M","0,93%"
"30.05.2025","57,87","55,22","58,00","54,91","20,47M","4,80%"
"29.05.2025","55,22","56,01","56,70","54,97","10,44M","-1,07%"
"28.05.2025","55,82","55,22","56,50","55,05","9,12M","0,87%"
"27.05.2025","55,34","52,79","55,60","51,55","11,77M","4,83%"
"26.05.2025","52,79","54,03","54,25","52,48","6,17M","-2,31%"
"23.05.2025","54,04","54,61","54,77","53,81","4,82M","-0,68%"
"22.05.2025","54,41","54,50","55,47","53,23","10,78M","-0,17%"
"21.05.2025","54,50","55,05","55,49","54,50","5,04M","-0,91%"
"20.05.2025","55,00","56,16","56,20","54,74","8,42M","-1,70%"
"19.05.2025","55,95","55,99","57,65","55,80","11,88M","-2,44%"
"18.05.2025","57,35","55,99","57,63","57,07","1,82M","0,49%"
"17.05.2025","57,07","55,99","57,18","55,99","897,87K","2,04%"
"16.05.2025","55,93","56,20","56,46","55,00","7,00M","-0,48%"
"15.05.2025","56,20","56,50","56,92","55,00","6,29M","-0,67%"
"14.05.2025","56,58","57,20","57,97","56,40","8,29M","-1,03%"
"13.05.2025","57,17","58,45","58,69","55,84","16,15M","-2,04%"
"12.05.2025","58,36","57,26","58,85","56,85","9,99M","1,92%"
"08.05.2025","57,26","56,47","57,92","56,30","4,89M","1,98%"
"07.05.2025","56,15","55,28","56,40","54,85","4,69M","1,57%"
"06.05.2025","55,28","55,10","56,25","54,72","7,24M","-0,16%"
"05.05.2025","55,37","55,51","56,94","54,60","7,89M","-0,41%"
"02.05.2025","55,60","57,70","57,87","55,55","4,43M","-3,64%"
"30.04.2025","57,70","57,85","58,00","56,29","7,99M","-0,19%"
"29.04.2025","57,81","59,95","60,43","57,54","7,20M","-3,41%"
"28.04.2025","59,85","61,55","62,22","58,97","20,57M","-2,64%"
"25.04.2025","61,47","60,94","62,00","60,67","7,73M","0,87%"
"24.04.2025","60,94","59,75","61,87","59,70","9,72M","2,08%"
"23.04.2025","59,70","60,72","60,86","58,53","7,93M","-1,91%"
"22.04.2025","60,86","57,70","61,30","57,57","14,30M","5,35%"
"21.04.2025","57,77","57,16","57,99","56,90","4,30M","1,42%"
"18.04.2025","56,96","56,80","57,33","56,02","5,61M","-0,80%"
"17.04.2025","57,42","56,63","57,70","56,53","6,72M","1,36%"
"16.04.2025","56,65","55,60","57,78","55,01","16,93M","1,72%"
"15.04.2025","55,69","55,77","56,39","54,31","23,13M","-0,14%"
"14.04.2025","55,77","59,73","59,88","55,38","37,07M","-5,86%"
"11.04.2025","59,24","60,21","62,98","58,12","26,11M","-1,73%"
"10.04.2025","60,28","61,70","62,90","59,52","9,79M","-2,35%"
"09.04.2025","61,73","59,73","62,00","56,00","13,05M","4,22%"
"08.04.2025","59,23","58,88","61,52","58,88","9,77M","0,05%"
"07.04.2025","59,20","59,37","60,60","54,21","18,28M","-0,29%"
"04.04.2025","59,37","63,02","63,56","58,87","11,34M","-5,31%"
"03.04.2025","62,70","65,45","66,07","61,50","11,24M","-4,16%"
"02.04.2025","65,42","64,36","65,93","63,72","7,56M","2,72%"
"01.04.2025","63,69","66,11","68,22","63,69","10,22M","-3,66%"
"31.03.2025","66,11","65,91","66,97","63,26","8,40M","0,21%"
"28.03.2025","65,97","68,21","68,91","65,15","10,52M","-3,38%"
"27.03.2025","68,28","71,09","71,40","68,08","9,05M","-4,02%"
"26.03.2025","71,14","72,70","73,20","70,51","6,18M","-1,88%"
"25.03.2025","72,50","71,46","73,18","70,54","13,22M","1,46%"
"24.03.2025","71,46","70,30","72,36","69,62","10,37M","1,52%"
"21.03.2025","70,39","70,49","71,00","69,80","5,91M","-0,24%"
"20.03.2025","70,56","70,20","71,38","68,80","8,00M","0,31%"
"19.03.2025","70,34","70,00","70,59","68,87","3,79M","0,79%"
"18.03.2025","69,79","70,81","71,50","69,44","5,72M","-1,41%"
"17.03.2025","70,79","69,85","72,10","69,61","5,86M","1,35%"
"14.03.2025","69,85","68,22","70,20","66,81","10,88M","2,39%"
"13.03.2025","68,22","68,22","69,75","66,55","8,98M","0,26%"
"12.03.2025","68,04","69,11","70,17","67,42","9,98M","-2,49%"
"11.03.2025","69,78","71,15","71,44","69,14","6,88M","-1,98%"
"10.03.2025","71,19","71,48","72,03","70,90","3,58M","0,21%"
"07.03.2025","71,04","72,55","73,15","69,55","5,88M","-2,08%"
"06.03.2025","72,55","71,90","73,44","71,53","4,93M","1,03%"
"05.03.2025","71,81","72,20","74,28","71,22","10,49M","-0,54%"
"04.03.2025","72,20","69,21","72,74","69,21","8,88M","3,86%"
"03.03.2025","69,52","72,49","72,49","68,31","10,90M","-3,61%"
"28.02.2025","72,12","69,77","73,38","68,70","12,61M","2,39%"
"27.02.2025","70,44","73,44","73,96","70,11","14,19M","-4,31%"
"26.02.2025","73,61","79,57","80,15","73,50","22,69M","-7,49%"
"25.02.2025","79,57","79,80","80,63","78,20","6,39M","-0,74%"
"24.02.2025","80,16","80,30","80,46","78,64","8,62M","-0,17%"
"21.02.2025","80,30","78,40","80,92","77,69","14,05M","2,16%"
"20.02.2025","78,60","74,67","79,00","74,11","20,89M","5,01%"
"19.02.2025","74,85","71,86","75,60","71,86","9,23M","4,05%"
"18.02.2025","71,94","74,90","75,00","71,50","8,78M","-3,93%"
"17.02.2025","74,88","73,00","75,00","73,00","7,49M","3,45%"
"14.02.2025","72,38","70,78","75,00","70,78","12,50M","0,26%"
"13.02.2025","72,19","74,20","74,64","70,11","16,35M","-2,70%"
"12.02.2025","74,19","69,69","74,64","67,40","30,13M","6,50%"
"11.02.2025","69,66","65,26","69,70","65,25","15,47M","6,86%"
"10.02.2025","65,19","65,17","66,98","64,80","7,00M","0,54%"
"07.02.2025","64,84","65,48","65,60","64,32","2,48M","-0,51%"
"06.02.2025","65,17","65,23","65,70","64,60","2,99M","-0,37%"
"05.02.2025","65,41","65,00","65,70","62,85","6,92M","0,60%"
"04.02.2025","65,02","65,27","66,55","64,71","9,72M","-0,38%"
"03.02.2025","65,27","65,64","65,64","64,56","2,43M","-0,56%"
"31.01.2025","65,64","66,24","67,32","65,49","4,66M","-0,86%"
"30.01.2025","66,21","65,80","66,55","65,43","2,00M","0,42%"
"29.01.2025","65,93","65,23","66,60","65,02","4,38M","1,06%"
"28.01.2025","65,24","64,45","65,43","64,00","3,22M","1,23%"
"27.01.2025","64,45","65,97","66,39","64,18","3,60M","-2,30%"
"24.01.2025","65,97","66,54","66,97","65,30","4,18M","-0,77%"
"23.01.2025","66,48","66,90","67,58","64,80","5,11M","-0,91%"
"22.01.2025","67,09","67,72","68,00","66,57","5,25M","-0,25%"
"21.01.2025","67,26","66,20","67,53","64,39","8,82M","1,75%"
"20.01.2025","66,10","68,70","68,96","65,77","7,27M","-2,51%"
"17.01.2025","67,80","65,80","68,88","65,19","9,52M","2,85%"
"16.01.2025","65,92","65,40","66,32","64,37","8,27M","1,18%"
"15.01.2025","65,15","63,82","65,44","62,87","11,14M","2,10%"
"14.01.2025","63,81","64,20","64,75","62,59","9,41M","-0,61%"
"13.01.2025","64,20","66,20","67,16","63,63","10,71M","-1,62%"
"10.01.2025","65,26","63,23","65,50","60,70","8,04M","4,23%"
"09.01.2025","62,61","65,94","66,13","62,36","5,64M","-4,69%"
"08.01.2025","65,69","64,85","66,70","64,45","2,50M","1,45%"
"06.01.2025","64,75","63,57","64,89","62,20","2,72M","0,70%"
"03.01.2025","64,30","65,55","65,58","63,41","3,46M","-1,35%"
"30.12.2024","65,18","62,60","66,07","62,00","8,18M","5,78%"
"28.12.2024","61,62","59,80","61,87","59,51","6,40M","2,75%"
"27.12.2024","59,97","59,30","60,33","59,04","5,58M","1,18%"
"26.12.2024","59,27","58,70","59,85","58,47","6,30M","1,39%"
"25.12.2024","58,46","57,69","58,69","57,48","4,53M","1,28%"
"24.12.2024","57,72","58,75","59,10","57,44","4,17M","-1,75%"
"23.12.2024","58,75","57,55","60,95","57,48","12,64M","2,53%"
"20.12.2024","57,30","51,80","57,35","51,05","13,28M","10,92%"
"19.12.2024","51,66","51,73","53,70","51,17","7,76M","-0,08%"
"18.12.2024","51,70","50,73","52,04","50,28","3,28M","2,38%"
"17.12.2024","50,50","50,38","51,03","50,06","5,02M","0,16%"
"16.12.2024","50,42","51,90","51,96","49,95","7,06M","-2,87%"
"13.12.2024","51,91","51,73","52,34","51,00","6,96M","0,35%"
"12.12.2024","51,73","53,46","53,98","51,57","10,83M","-2,64%"
"11.12.2024","53,13","53,33","53,58","52,30","7,99M","-0,45%"
"10.12.2024","53,37","55,24","55,24","52,72","7,66M","-3,39%"
"09.12.2024","55,24","53,96","55,60","53,78","6,23M","3,02%"
"06.12.2024","53,62","52,98","54,59","52,18","5,31M","1,77%"
"05.12.2024","52,69","52,00","52,92","50,46","8,79M","1,29%"
"04.12.2024","52,02","53,50","54,75","51,65","7,94M","-2,24%"
"03.12.2024","53,21","55,33","55,98","52,55","4,91M","-3,62%"
"02.12.2024","55,21","54,98","55,83","54,40","4,55M","1,56%"
"29.11.2024","54,36","54,69","55,58","53,80","5,15M","-0,91%"
"28.11.2024","54,86","54,19","55,27","53,10","5,81M","1,63%"
"27.11.2024","53,98","52,69","54,15","51,26","8,48M","2,08%"
"26.11.2024","52,88","53,20","54,48","51,01","10,62M","-1,10%"
"25.11.2024","53,47","55,80","56,05","52,92","6,39M","-4,09%"
"22.11.2024","55,75","56,60","56,89","55,63","4,85M","-1,24%"
"21.11.2024","56,45","57,54","58,05","55,01","11,76M","-2,03%"
"20.11.2024","57,62","59,92","60,33","56,95","11,42M","-3,35%"
"19.11.2024","59,62","62,10","62,37","58,90","14,65M","-3,84%"
"18.11.2024","62,00","62,11","62,70","62,00","5,76M","-3,37%"
"15.11.2024","64,16","63,40","64,40","62,43","3,53M","1,57%"
"14.11.2024","63,17","63,27","64,59","62,60","5,89M","-0,44%"
"13.11.2024","63,45","63,65","65,11","63,05","10,24M","-1,66%"
"12.11.2024","64,52","67,50","67,80","64,50","17,11M","-5,48%"
"11.11.2024","68,26","66,96","68,75","66,54","4,77M","2,29%"
"08.11.2024","66,73","65,10","66,74","64,31","7,93M","2,88%"
"07.11.2024","64,86","62,80","64,90","61,70","3,94M","2,94%"
"06.11.2024","63,01","64,05","64,84","62,23","7,14M","1,63%"
"05.11.2024","62,00","61,70","62,48","60,33","3,89M","0,57%"
"02.11.2024","61,65","61,76","61,95","61,12","2,62M","-0,18%"
"01.11.2024","61,76","59,32","61,98","59,10","9,69M","4,22%"
"31.10.2024","59,26","61,70","61,70","58,90","9,49M","-3,42%"
"30.10.2024","61,36","62,26","63,36","60,97","5,94M","-1,33%"
"29.10.2024","62,19","62,28","62,90","60,09","8,25M","0,23%"
"28.10.2024","62,05","65,00","65,53","61,70","13,82M","-6,11%"
"25.10.2024","66,09","68,42","68,58","65,63","7,11M","-3,16%"
"24.10.2024","68,25","69,06","69,39","67,50","4,16M","-1,17%"
"23.10.2024","69,06","70,50","70,70","69,00","2,68M","-2,06%"
"22.10.2024","70,51","71,44","71,44","70,51","1,76M","-0,68%"
"21.10.2024","70,99","71,72","72,39","70,85","2,38M","-0,99%"
"18.10.2024","71,70","72,34","72,94","71,36","2,46M","-1,16%"
"17.10.2024","72,54","73,75","74,30","72,51","2,59M","-1,51%"
"16.10.2024","73,65","73,25","74,35","72,94","3,33M","0,78%"
"15.10.2024","73,08","72,64","73,42","72,19","2,18M","0,61%"
"14.10.2024","72,64","72,74","74,20","71,52","4,80M","0,06%"
"11.10.2024","72,60","73,04","73,22","72,00","1,93M","-0,29%"
"10.10.2024","72,81","73,27","74,21","72,62","2,11M","-0,49%"
"09.10.2024","73,17","74,48","74,48","72,21","3,10M","-1,55%"
"08.10.2024","74,32","71,80","74,90","71,51","14,08M","3,39%"
"07.10.2024","71,88","74,10","74,27","71,09","5,69M","-2,98%"
"04.10.2024","74,09","72,81","74,21","72,18","3,35M","2,45%"
"03.10.2024","72,32","73,01","73,43","70,47","10,81M","-0,92%"
"02.10.2024","72,99","75,01","75,40","72,92","4,80M","-2,25%"
"01.10.2024","74,67","75,66","76,37","74,63","3,47M","-1,53%"
"30.09.2024","75,83","76,48","77,89","75,64","5,16M","-1,10%"
"27.09.2024","76,67","75,10","77,43","74,80","13,34M","-4,73%"
"26.09.2024","80,48","80,38","80,51","79,41","7,97M","-0,19%"
"25.09.2024","80,63","81,00","81,94","79,68","7,33M","-0,47%"
"24.09.2024","81,01","81,29","81,70","80,23","4,78M","0,05%"
"23.09.2024","80,97","80,40","81,45","80,00","5,50M","1,59%"
"20.09.2024","79,70","78,01","80,20","78,01","5,39M","2,10%"
"19.09.2024","78,06","78,85","79,18","77,10","6,90M","-1,06%"
"18.09.2024","78,90","79,57","80,26","78,75","3,78M","-0,54%"
"17.09.2024","79,33","78,91","79,90","77,86","6,15M","1,24%"
"16.09.2024","78,36","76,80","78,50","76,02","7,96M","3,58%"
"13.09.2024","75,65","73,61","75,93","71,56","6,23M","2,77%"
"12.09.2024","73,61","74,19","74,19","72,39","3,72M","0,27%"
"11.09.2024","73,41","75,80","76,47","73,26","3,31M","-3,15%"
"10.09.2024","75,80","76,49","76,88","75,00","5,28M","-0,66%"
"09.09.2024","76,30","73,90","76,55","73,80","6,70M","3,74%"
"06.09.2024","73,55","73,79","73,98","72,00","4,17M","0,40%"
"05.09.2024","73,26","73,79","74,91","72,33","9,39M","1,26%"
"04.09.2024","72,35","70,28","72,67","69,82","9,01M","2,95%"
"03.09.2024","70,28","70,79","72,33","69,55","8,23M","-0,50%"
"02.09.2024","70,63","76,27","76,64","69,73","11,53M","-7,49%"
"30.08.2024","76,35","78,72","79,10","75,77","3,71M","-3,01%"
"29.08.2024","78,72","79,51","79,79","77,81","2,53M","-0,61%"
"28.08.2024","79,20","79,45","80,22","77,52","4,27M","-0,31%"
"27.08.2024","79,45","79,45","81,35","78,74","4,11M","-2,24%"
"26.08.2024","81,27","81,28","81,48","77,56","5,10M","5,41%"
"23.08.2024","77,10","79,00","79,98","75,30","5,84M","-2,54%"
"22.08.2024","79,11","82,45","82,66","79,02","2,81M","-4,06%"
"21.08.2024","82,46","81,98","82,49","81,01","1,88M","0,91%"
"20.08.2024","81,72","81,90","82,80","81,01","2,11M","-0,22%"
"19.08.2024","81,90","84,80","85,41","81,24","4,75M","-3,03%"
"16.08.2024","84,46","84,91","85,65","84,00","2,43M","0,11%"
"15.08.2024","84,37","85,75","85,78","84,33","2,18M","-1,57%"
"14.08.2024","85,72","85,75","87,50","85,29","5,33M","-1,44%"
"13.08.2024","86,97","82,57","86,97","81,54","12,99M","5,30%"
"12.08.2024","82,59","82,80","82,97","80,82","5,55M","0,02%"
"09.08.2024","82,57","80,19","82,63","80,19","2,43M","2,57%"
"08.08.2024","80,50","82,00","82,32","80,31","3,10M","-1,67%"
"07.08.2024","81,87","78,99","81,93","78,00","7,97M","3,98%"
"06.08.2024","78,74","79,06","79,80","78,32","4,29M","-0,19%"
"05.08.2024","78,89","80,61","80,93","78,26","6,11M","-2,74%"
"02.08.2024","81,11","82,40","83,08","80,75","3,40M","-1,58%"
"01.08.2024","82,41","83,15","83,58","81,90","1,26M","-0,82%"
"31.07.2024","83,09","82,71","83,96","82,24","1,55M","-0,16%"
"30.07.2024","83,22","82,47","83,47","81,84","2,07M","1,08%"
"29.07.2024","82,33","84,10","84,10","82,16","2,59M","-2,56%"
"26.07.2024","84,49","87,86","88,60","84,02","4,45M","-3,63%"
"25.07.2024","87,67","86,45","88,28","85,55","2,72M","1,41%"
"24.07.2024","86,45","86,50","86,77","85,70","1,49M","0,06%"
"23.07.2024","86,40","86,50","87,10","85,63","1,81M","0,37%"
"22.07.2024","86,08","88,00","88,80","85,50","3,35M","-1,66%"
"19.07.2024","87,53","88,40","89,53","86,92","3,91M","-0,73%"
"18.07.2024","88,17","87,15","88,72","86,25","4,10M","1,57%"
"17.07.2024","86,81","87,15","87,72","83,01","7,48M","3,65%"
"16.07.2024","83,75","83,78","84,80","80,10","4,54M","2,16%"
"15.07.2024","81,98","84,75","85,09","81,59","3,41M","-3,34%"
"12.07.2024","84,81","84,15","85,47","82,00","3,00M","0,83%"
"11.07.2024","84,11","80,25","84,53","80,25","4,84M","4,86%"
"10.07.2024","80,21","84,96","85,80","80,01","6,01M","-6,07%"
"09.07.2024","85,39","86,29","86,29","84,59","3,98M","-0,66%"
"08.07.2024","85,96","84,32","86,49","83,90","5,41M","1,94%"
"05.07.2024","84,32","85,35","85,67","83,40","6,08M","-1,28%"
"04.07.2024","85,41","87,02","88,85","85,22","6,69M","-1,76%"
"03.07.2024","86,94","89,23","89,53","86,94","3,38M","-2,63%"
"02.07.2024","89,29","90,18","90,23","89,01","3,40M","-0,79%"
"01.07.2024","90,00","90,60","91,31","89,53","3,36M","-1,09%"
"28.06.2024","90,99","90,91","92,22","90,55","2,63M","-0,04%"
"27.06.2024","91,03","92,74","92,88","90,23","4,04M","-1,85%"
"26.06.2024","92,75","91,95","93,64","92,27","","-0,70%"
"24.06.2024","93,40","93,80","94,38","93,38","","0,47%"
"14.06.2024","92,96","92,90","93,58","92,19","2,44M","0,15%"
"13.06.2024","92,82","87,99","93,02","83,88","5,94M","3,12%"
"11.06.2024","90,01","92,82","92,95","89,42","4,04M","-3,03%"
"10.06.2024","92,82","96,00","96,00","92,29","3,41M","-2,11%"
"07.06.2024","94,82","92,90","96,01","92,90","3,73M","2,01%"
"06.06.2024","92,95","92,80","93,73","91,44","1,82M","0,16%"
"05.06.2024","92,80","95,09","95,33","92,23","3,61M","-2,02%"
"04.06.2024","94,71","92,98","94,97","89,80","4,96M","2,33%"
"03.06.2024","92,55","91,99","93,21","88,10","7,24M","0,92%"
"31.05.2024","91,71","94,12","94,77","90,56","5,12M","-2,56%"
"30.05.2024","94,12","97,40","97,67","92,52","6,41M","-3,04%"
"29.05.2024","97,07","100,65","100,96","96,11","12,51M","-3,32%"
"28.05.2024","100,40","100,84","102,00","99,49","3,66M","-0,44%"
"27.05.2024","100,84","104,99","105,73","99,68","8,03M","-4,30%"
"24.05.2024","105,37","106,70","106,70","103,03","9,88M","-0,97%"
"23.05.2024","106,40","106,79","107,24","103,69","8,40M","-0,37%"
"22.05.2024","106,80","103,63","107,13","103,50","15,06M","3,27%"
"21.05.2024","103,42","104,45","105,61","102,75","11,25M","-0,95%"
"20.05.2024","104,41","107,99","107,99","103,83","13,25M","-3,21%"
"17.05.2024","107,87","102,50","107,90","101,89","36,76M","5,63%"
"16.05.2024","102,12","95,90","102,49","94,84","41,69M","6,11%"
"15.05.2024","96,24","95,81","96,65","95,51","4,20M","0,54%"
"14.05.2024","95,72","96,68","96,68","95,34","3,88M","-0,64%"
"13.05.2024","96,34","96,84","97,35","96,08","2,84M","-0,52%"
"10.05.2024","96,84","96,70","97,28","96,63","532,61K","0,19%"
"08.05.2024","96,66","96,02","97,20","96,01","2,54M","0,31%"
"07.05.2024","96,36","97,05","97,54","96,08","1,63M","-0,65%"
"06.05.2024","96,99","95,70","97,38","95,62","4,17M","1,43%"
"03.05.2024","95,62","95,70","95,87","95,24","1,47M","-0,18%"
"02.05.2024","95,79","96,79","96,88","95,31","1,94M","-1,00%"
"30.04.2024","96,76","97,01","97,01","96,55","490,50K","-0,14%"
"29.04.2024","96,90","97,35","97,46","96,60","1,41M","-0,46%"
"27.04.2024","97,35","97,30","97,65","96,75","1,10M","0,05%"
"26.04.2024","97,30","97,78","98,35","96,75","2,69M","-0,49%"
"25.04.2024","97,78","95,00","97,80","95,00","3,05M","2,19%"
"24.04.2024","95,68","96,24","96,46","94,98","2,29M","-0,14%"
"23.04.2024","95,81","98,01","98,39","95,07","5,81M","-2,29%"
"22.04.2024","98,06","99,80","99,80","97,81","4,29M","-1,39%"
"19.04.2024","99,44","99,75","99,90","99,10","1,92M","0,01%"
"18.04.2024","99,43","98,20","99,99","97,05","5,92M","1,10%"
"17.04.2024","98,35","99,55","99,55","97,72","2,41M","-0,95%"
"16.04.2024","99,29","99,01","100,30","98,28","3,52M","0,29%"
"15.04.2024","99,00","97,30","99,61","97,30","6,79M","1,80%"
"12.04.2024","97,25","96,36","97,80","96,36","8,04M","0,97%"
"11.04.2024","96,32","97,20","97,67","96,28","2,27M","-0,87%"
"10.04.2024","97,17","98,10","98,10","96,13","4,59M","-0,23%"
"09.04.2024","97,39","98,00","100,00","97,02","10,05M","-0,43%"
"08.04.2024","97,81","98,50","98,83","97,13","5,42M","-0,09%"
"05.04.2024","97,90","99,30","99,80","97,53","4,27M","-1,40%"
"04.04.2024","99,29","100,00","100,30","98,36","6,53M","-0,84%"
"03.04.2024","100,13","100,95","102,84","100,00","6,41M","-0,79%"
"02.04.2024","100,93","103,05","103,34","100,35","7,24M","-2,06%"
"01.04.2024","103,05","102,46","104,75","101,52","13,44M","1,03%"
"29.03.2024","102,00","97,51","102,17","96,88","17,18M","4,63%"
"28.03.2024","97,49","95,50","98,20","94,20","7,97M","2,51%"
"27.03.2024","95,10","94,45","95,95","93,52","10,02M","1,15%"
"26.03.2024","94,02","93,93","97,10","93,54","13,84M","0,56%"
"25.03.2024","93,50","93,00","93,85","92,01","4,68M","0,99%"
"22.03.2024","92,58","95,06","96,01","91,93","7,29M","-2,61%"
"21.03.2024","95,06","95,70","97,99","94,00","11,85M","-0,98%"
"20.03.2024","96,00","90,50","96,00","90,11","11,87M","6,15%"
"19.03.2024","90,44","91,18","91,92","90,37","4,16M","-1,12%"
"18.03.2024","91,46","92,10","92,50","90,89","4,40M","-0,59%"
"15.03.2024","92,00","89,70","92,48","89,70","7,98M","2,17%"
"14.03.2024","90,05","91,09","91,18","89,61","4,12M","-1,14%"
"13.03.2024","91,09","91,75","92,20","90,87","2,30M","-0,97%"
"12.03.2024","91,98","92,42","92,68","91,50","2,82M","-0,47%"
"11.03.2024","92,41","93,00","93,80","92,09","4,71M","-0,43%"
"07.03.2024","92,81","91,00","92,94","90,81","3,08M","2,19%"
"06.03.2024","90,82","91,20","91,62","90,34","3,05M","-0,62%"
"05.03.2024","91,39","91,60","92,48","89,42","10,04M","-0,34%"
"04.03.2024","91,70","93,11","93,90","90,73","8,70M","-1,46%"
"01.03.2024","93,06","91,10","93,10","90,92","6,13M","1,98%"
"29.02.2024","91,25","91,40","92,22","90,62","6,14M","-0,26%"
"28.02.2024","91,49","90,77","93,08","90,56","12,76M","1,05%"
"27.02.2024","90,54","88,25","90,77","87,61","23,33M","2,61%"
"26.02.2024","88,24","87,55","89,20","87,04","15,41M","2,72%"
"22.02.2024","85,90","86,77","87,63","85,00","9,03M","-1,00%"
"21.02.2024","86,77","85,80","88,15","84,70","18,74M","1,27%"
"20.02.2024","85,68","86,82","89,20","84,63","24,60M","-1,31%"
"19.02.2024","86,82","83,71","87,37","83,66","13,88M","3,17%"
"16.02.2024","84,15","83,90","85,50","83,10","16,90M","0,53%"
"15.02.2024","83,71","80,42","83,87","80,29","21,63M","3,99%"
"14.02.2024","80,50","79,93","81,60","78,80","23,01M","0,84%"
"13.02.2024","79,83","75,08","79,86","74,83","15,88M","6,33%"
"12.02.2024","75,08","74,77","75,19","73,83","3,14M","0,70%"
"09.02.2024","74,56","75,22","75,49","74,24","1,70M","-0,88%"
"08.02.2024","75,22","75,95","76,14","75,11","1,87M","-0,86%"
"07.02.2024","75,87","76,10","76,73","75,73","1,58M","-0,60%"
"06.02.2024","76,33","75,49","76,45","75,19","2,21M","1,17%"
"05.02.2024","75,45","75,55","75,96","74,56","4,46M","-0,40%"
"02.02.2024","75,75","76,25","76,46","75,70","1,84M","-0,49%"
"01.02.2024","76,12","76,90","76,90","75,79","1,48M","-0,89%"
"31.01.2024","76,80","76,20","76,80","76,20","1,33M","0,84%"
"30.01.2024","76,16","76,75","76,75","75,99","1,98M","-0,56%"
"29.01.2024","76,59","77,36","77,96","76,36","3,50M","-0,36%"
"26.01.2024","76,87","75,23","77,19","75,12","2,67M","2,15%"
"25.01.2024","75,25","75,83","75,83","75,04","1,26M","-0,48%"
"24.01.2024","75,61","76,28","76,84","75,34","1,88M","-0,93%"
"23.01.2024","76,32","76,99","77,30","76,16","1,63M","-0,83%"
"22.01.2024","76,96","75,88","76,99","75,50","2,23M","1,89%"
"19.01.2024","75,53","76,10","76,51","74,90","2,68M","-0,75%"
"18.01.2024","76,10","77,00","77,50","75,74","6,06M","-0,72%"
"17.01.2024","76,65","74,90","76,90","74,68","6,72M","2,35%"
"16.01.2024","74,89","74,25","74,90","73,57","2,77M","0,70%"
"15.01.2024","74,37","72,85","74,46","72,62","6,00M","2,55%"
"12.01.2024","72,52","72,99","72,99","72,37","1,78M","-0,29%"
"11.01.2024","72,73","72,27","73,24","71,70","3,03M","1,06%"
"10.01.2024","71,97","71,60","72,53","71,56","3,08M","0,69%"
"09.01.2024","71,48","71,48","71,64","70,72","2,52M","0,27%"
"08.01.2024","71,29","70,39","71,68","70,29","2,86M","1,44%"
"05.01.2024","70,28","70,10","70,38","69,60","1,17M","0,27%"
"04.01.2024","70,09","70,69","70,76","69,50","1,64M","-0,45%"
"03.01.2024","70,41","68,95","70,50","68,61","2,56M","2,80%"
"29.12.2023","68,49","69,29","69,29","68,16","3,12M","-0,71%"
"28.12.2023","68,98","70,15","70,83","68,72","5,24M","-1,46%"
"27.12.2023","70,00","69,87","70,10","69,11","5,11M","0,19%"
"26.12.2023","69,87","70,46","70,86","69,39","3,60M","-0,57%"
"25.12.2023","70,27","71,46","71,91","70,00","3,43M","-1,58%"
"22.12.2023","71,40","71,74","72,42","71,25","2,28M","-0,14%"
"21.12.2023","71,50","72,71","73,27","70,72","3,82M","-1,45%"
"20.12.2023","72,55","72,60","73,90","72,31","3,18M","-0,01%"
"19.12.2023","72,56","71,30","72,69","71,13","3,13M","1,71%"
"18.12.2023","71,34","70,77","71,54","70,35","2,49M","1,46%"
"15.12.2023","70,31","68,00","70,46","67,57","4,23M","3,40%"
"14.12.2023","68,00","69,97","69,97","67,80","3,57M","-2,05%"
"13.12.2023","69,42","69,67","70,23","69,02","2,25M","-0,36%"
"12.12.2023","69,67","70,37","70,97","69,51","2,98M","-1,32%"
"11.12.2023","70,60","72,93","72,93","70,02","2,25M","-1,99%"
"08.12.2023","72,03","72,51","72,51","70,73","2,51M","-0,44%"
"07.12.2023","72,35","70,43","72,49","69,30","5,05M","2,73%"
"06.12.2023","70,43","72,82","73,34","70,08","6,41M","-3,37%"
"05.12.2023","72,89","73,90","74,91","72,69","4,27M","-1,70%"
"04.12.2023","74,15","75,20","75,20","73,00","4,70M","-0,90%"
"01.12.2023","74,82","76,29","76,49","74,46","15,33M","-8,29%"
"30.11.2023","81,58","81,33","81,95","80,67","9,75M","0,31%"
"29.11.2023","81,33","81,59","82,05","80,58","5,79M","0,04%"
"28.11.2023","81,30","80,82","81,50","79,80","5,02M","0,87%"
"27.11.2023","80,60","81,15","81,51","80,35","3,86M","-0,35%"
"24.11.2023","80,88","81,02","81,31","80,12","3,08M","-0,17%"
"23.11.2023","81,02","81,99","81,99","80,62","2,63M","-1,05%"
"22.11.2023","81,88","81,81","82,50","81,28","3,36M","0,09%"
"21.11.2023","81,81","83,04","83,15","81,13","9,91M","-1,43%"
"20.11.2023","83,00","81,98","83,20","81,65","9,54M","1,78%"
"17.11.2023","81,55","80,50","81,76","79,65","5,02M","1,49%"
"16.11.2023","80,35","81,64","82,06","80,11","4,56M","-1,41%"
"15.11.2023","81,50","80,67","81,97","80,15","5,54M","1,03%"
"14.11.2023","80,67","81,65","81,69","79,52","9,32M","-1,20%"
"13.11.2023","81,65","78,50","82,38","78,15","13,58M","4,21%"
"10.11.2023","78,35","78,20","78,45","77,52","3,38M","0,51%"
